vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
745,40755,0.903464,3.09986,-6.16933,0,12.3399,9.86624,-58.6644
746,47191,0.479499,3.08577,-6.18776,0,15.2786,8.39493,-56.0218
747,35746,0.482364,2.87953,-5.37093,0,14.6669,12.4383,-49.0776
748,5454,-0.099044,2.54581,-6.29587,0,0,0,0
749,46801,-0.392461,3.2514,-5.67105,0,12.0655,10.419,-41.0942
750,43534,0.867725,3.31643,-6.12568,0,13.1361,7.05139,-59.6043
751,5425,0.213595,3.80738,-5.44657,0,0,0,0
752,15098,0.568099,3.43901,-6.62308,0,13.6539,3.84214,-57.3243
753,20115,0.906747,2.96749,-6.0776,0,15.4582,11.3817,-59.6305
754,39883,0.703214,2.61497,-6.74565,0,13.8249,10.7553,-67.4359
755,5737,0.432292,3.88969,-6.54977,0,0,0,0
756,31081,0.444055,2.65666,-5.35823,0,15.1358,12.7342,-49.8648
757,5433,0.846137,2.34741,-6.24501,0,0,0,0
758,5534,-0.0684071,2.67649,-6.58124,0,0,0,0
759,5525,0.774227,3.81777,-5.94598,0,0,0,0
760,5365,0.519071,3.7366,-5.23366,0,0,0,0
761,5453,-0.19593,2.67351,-6.30444,0,0,0,0
762,5452,-0.306262,2.73039,-6.15882,0,0,0,0
763,37075,0.879334,3.44411,-6.44343,0,14.2296,5.38692,-61.0111
764,17631,0.968995,2.78259,-6.14844,0,15.6315,8.97632,-57.3448
765,42202,-0.239865,3.20153,-6.26412,0,14.4817,6.25799,-52.9214
766,5530,-0.270945,3.48717,-6.34817,0,0,0,0
767,26333,0.869587,2.54691,-6.76428,0,7.56378,10.3395,-50.7298
768,5704,0.583768,3.89666,-6.47385,0,0,0,0
769,5665,0.751132,3.86738,-6.36452,0,0,0,0
770,5632,0.0472012,2.6529,-6.85733,0,0,0,0
771,5342,0.335798,3.77877,-5.19452,0,0,0,0
772,5385,0.239727,3.79671,-5.31086,0,0,0,0
773,45827,-0.0591183,3.2522,-5.76673,0,16.004,11.4871,-53.48
774,5345,-0.331967,3.53498,-5.3956,0,0,0,0
775,5263,0.474195,2.11536,-5.47453,0,0,0,0
776,24835,0.78728,2.78221,-6.75056,0,15.0552,11.0433,-64.7504
777,34343,0.597221,3.5769,-6.61919,0,15.05,2.10036,-65.6147
778,5444,0.632876,3.80178,-5.60305,0,0,0,0
779,46577,0.721733,2.84879,-5.87476,0,15.7902,10.0053,-54.2585
780,31246,0.481358,3.21249,-5.30757,0,14.2352,11.8462,-50.5105
781,40067,0.24897,2.97386,-5.25772,0,14.2896,12.549,-49.3233
782,40984,0.57549,3.34152,-5.26909,0,15.6494,13.5489,-54.6342
783,45438,0.876839,3.44625,-6.19089,0,14.091,6.37464,-56.7863
