vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
0.161331,17.9648,-51.2496,31516,-0.285791,1.76748,-2.15359,1084,0
0.40759,16.4736,-49.0176,41810,-0.198676,1.88264,-2.11604,1085,0
6.15387,14.8553,-45.0211,17789,-0.389003,2.13874,-3.7958,1086,0
8.32277,22.124,-51.1265,17839,-0.517534,2.82371,-3.23334,1087,0
7.41869,21.2137,-48.4703,29262,-0.433652,2.83716,-3.13256,1088,0
5.05442,20.9485,-54.8991,31383,-0.313696,2.68181,-3.25982,1089,0
0,0,0,4526,0.544821,1.84392,-1.60352,1090,0
0,0,0,4845,-0.701473,2.87651,-3.01644,1091,0
7.1157,15.88,-34.134,40171,-0.625184,2.81833,-3.13045,1092,0
10.2123,16.2415,-47.275,24353,-0.429034,2.89379,-4.18962,1093,0
10.6847,18.8722,-50.3766,34087,-0.399425,3.01934,-4.10252,1094,0
-2.46839,18.6976,-47.9457,30292,-0.0637517,1.26769,-1.62924,1095,0
-4.05103,19.3898,-53.8984,15283,0.0690819,1.20315,-1.68938,1096,0
-3.85541,19.2193,-51.2165,43975,-0.0722597,1.11204,-1.70619,1097,0
-4.9568,21.129,-52.3621,17989,0.163645,1.12199,-1.5802,1098,0
-3.48885,16.5442,-34.7886,42332,0.161702,1.04011,-1.69465,1099,0
4.61611,16.9667,-48.5222,35381,-0.206562,2.04944,-3.31224,1100,0
4.4223,16.8776,-48.9948,36439,-0.323571,2.07624,-3.24308,1101,0
1.86395,15.6992,-44.4259,20519,-0.910386,2.21147,-2.2188,1102,0
-1.40346,16.6792,-42.7434,33048,-0.867033,1.17794,-1.61367,1103,0
-0.712199,18.9589,-52.4224,17488,-0.788391,1.30387,-1.67206,1104,0
-1.41649,18.4137,-54.4726,35102,-0.73763,1.23741,-1.54527,1105,0
0,0,0,4564,0.506534,1.41777,-1.90794,1106,0
-2.06153,20.496,-52.2701,19964,0.401537,1.55634,-1.84351,1107,0
-3.52731,17.6363,-45.4149,39836,0.364272,1.4037,-1.87731,1108,0
-2.81702,17.2883,-47.5118,27865,0.0194342,1.1855,-1.38056,1109,0
-2.75814,17.0071,-50.9502,38146,0.0933934,1.08911,-1.21205,1110,0
0,0,0,4771,-0.755985,2.6517,-2.44036,1111,0
2.30797,16.5508,-43.2237,24924,-0.66203,2.58156,-2.56194,1112,0
0,0,0,4772,-0.772371,2.6978,-2.61525,1113,0
0.520694,12.4384,-34.4046,33295,-0.779394,2.54956,-2.62578,1114,0
-0.928885,17.1562,-49.3207,20353,-0.22452,1.5783,-1.7051,1115,0
0,0,0,4838,0.570996,2.07736,-3.04718,1116,0
0,0,0,4857,0.57304,1.99988,-3.16864,1117,0
4.14448,19.9819,-56.6794,34134,0.425604,2.16339,-3.11557,1118,0
-0.0828698,19.0106,-56.3403,14567,-0.599737,2.25317,-2.13999,1119,0
0.892505,18.9761,-57.1206,40603,-0.506388,2.34351,-2.15792,1120,0
-1.9646,15.2528,-46.2319,19060,-0.0160547,1.73013,-1.24713,1121,0
-1.23645,15.847,-45.7329,30486,-0.0187921,1.62742,-1.34191,1122,0
-2.26018,16.0419,-49.1786,24156,-0.156835,1.63999,-1.35999,1123,0
-2.72642,14.8527,-48.4028,39585,-0.088417,1.64831,-1.1461,1124,0
2.911,16.6172,-47.6578,26283,-0.665647,2.0151,-3.04939,1125,0
3.32141,20.5087,-61.4356,26953,-0.114127,1.50024,-2.79979,1126,0
9.19448,16.4164,-45.3046,21656,-0.245683,2.57376,-4.07154,1127,0
8.37669,16.5062,-46.1825,39950,-0.190813,2.51468,-3.96893,1128,0
9.39922,16.4815,-45.0641,39956,-0.03745,2.62053,-4.06774,1129,0
9.45499,17.0909,-47.2101,40059,-0.0834596,2.51996,-4.1442,1130,0
7.43071,19.7881,-52.4433,24166,-0.689575,2.68935,-3.65911,1131,0
5.74804,15.0383,-46.23,47088,-0.381885,1.78885,-3.94408,1132,0
0,0,0,4565,0.580162,1.62736,-1.77938,1133,0
0,0,0,4544,0.558162,1.47398,-1.78816,1134,0
-1.35341,18.0109,-47.2131,43655,0.444257,1.6513,-1.71558,1135,0
1.22549,20.3744,-61.0211,18998,0.0368924,1.61227,-2.57011,1136,0
0,0,0,4492,-1.14971,1.58474,-1.76225,1137,0
0,0,0,4514,-1.14939,1.73073,-1.7699,1138,0
1.85313,17.4896,-49.8154,33343,-0.384941,2.04513,-2.54863,1139,0
1.85622,16.8044,-48.2188,46148,-0.328658,2.13764,-2.46957,1140,0
2.84974,18.3283,-52.5011,35915,-0.672737,1.94724,-3.22701,1141,0
8.01245,17.0432,-44.1788,27744,0.13332,1.81537,-4.04255,1142,0
7.2939,19.0541,-55.8025,42107,0.0170176,1.81298,-3.94246,1143,0
6.34295,13.3067,-37.8445,41748,0.13492,1.74639,-3.90537,1144,0
-1.77612,16.9334,-42.966,32020,0.268691,1.97727,-1.29203,1145,0
0.799399,18.3906,-58.4847,17095,0.185654,1.59871,-2.69303,1146,0
3.77225,17.2549,-48.9488,24248,-0.0486143,1.99234,-3.05927,1147,0
3.51649,17.4479,-49.5608,43602,-0.153419,1.99139,-2.9807,1148,0
3.60035,17.2791,-49.5452,46831,-0.0775448,2.12085,-2.94235,1149,0
0,0,0,4914,0.591305,1.97772,-3.55004,1150,0
0,0,0,4876,0.563833,1.90927,-3.3958,1151,0
0,0,0,4923,-0.673487,3.01682,-3.33987,1152,0
7.2529,15.1095,-30.3881,37070,-0.597919,2.92641,-3.40222,1153,0
-1.83085,15.4331,-46.1581,28378,-0.0880151,1.81248,-1.40336,1154,0
-1.67402,15.7699,-47.6346,35419,-0.22044,1.77419,-1.34649,1155,0
0,0,0,4920,0.0301439,3.03884,-3.23926,1156,0
0,0,0,4940,0.0752547,3.08831,-3.3617,1157,0
2.12258,15.8073,-43.1457,35307,-0.917151,1.53256,-2.40238,1158,0
8.57159,18.3881,-54.1186,15579,0.234332,2.153,-4.13352,1159,0
8.33962,16.7184,-48.055,33693,0.162315,2.271,-4.17974,1160,0
9.19489,16.9417,-49.8687,24609,0.189886,2.28468,-4.32221,1161,0
10.0054,18.9391,-55.1134,38109,0.3342,2.22372,-4.1765,1162,0
5.89428,23.7679,-62.9084,19957,0.252023,2.44761,-3.13377,1163,0
6.23854,20.1685,-54.8472,38744,0.15947,2.39938,-3.28565,1164,0
4.66714,20.4699,-55.3353,43629,0.120495,2.36317,-3.13308,1165,0
-0.969568,15.8764,-46.7889,18388,-0.377512,1.94516,-1.63006,1166,0
-0.68266,16.5423,-48.3852,38486,-0.287237,1.89887,-1.72284,1167,0
0,0,0,4534,-1.10371,2.01337,-1.78526,1168,0
-0.426531,16.0567,-44.6539,27286,-0.935272,2.04212,-1.7695,1169,0
0,0,0,4553,-1.03959,2.14813,-1.83422,1170,0
0.502991,12.6426,-38.1574,40174,-0.990331,2.0407,-1.89698,1171,0
7.01237,18.0968,-46.3715,38619,-0.238771,2.73995,-3.65918,1172,0
3.55277,18.3575,-53.0343,28222,-0.690702,2.03507,-3.42788,1173,0
0,0,0,4753,-1.1133,1.85446,-2.86721,1174,0
0,0,0,4754,-1.0789,1.79201,-2.99283,1175,0
1.61845,10.5129,-35.1854,30735,-0.949022,1.78772,-2.98007,1176,0
-1.53505,18.1648,-54.5125,14630,-0.311224,2.1355,-1.46058,1177,0
-0.0571954,14.2846,-46.7745,23431,-0.473082,2.29837,-1.50678,1178,0
-0.815475,18.5143,-55.9376,41912,-0.428026,2.20436,-1.59713,1179,0
-1.35825,18.121,-51.3145,34925,-0.4426,1.18239,-1.85935,1180,0
6.16594,17.2781,-48.3431,35139,-0.306568,2.3382,-3.5612,1181,0
6.41677,17.2499,-47.5189,28396,-0.196979,2.27501,-3.62384,1182,0
7.20916,17.2714,-47.4223,38292,-0.207322,2.44383,-3.64493,1183,0
5.35422,22.1807,-54.4048,20552,-0.17178,2.70732,-3.3188,1184,0
0,0,0,4648,-0.461835,2.59538,-1.8843,1185,0
5.92929,14.8362,-35.3324,26687,0.0632804,1.55352,-3.44762,1186,0
6.15963,19.0812,-52.1324,23690,0.0773857,1.61784,-3.31837,1187,0
4.98863,18.6733,-56.4302,37988,0.00263356,1.683,-3.4195,1188,0
8.29512,17.3834,-45.9621,16754,0.396141,2.72354,-3.64682,1189,0
-1.27605,23.0539,-56.729,28927,-0.354153,1.08178,-2.03629,1190,0
-1.98261,18.7309,-52.4512,35460,-0.332675,1.26999,-2.05504,1191,0
-1.15593,12.3765,-31.8299,18788,0.263018,0.997296,-1.39792,1192,0
-1.73356,12.226,-31.3562,42221,0.17794,0.910524,-1.42527,1193,0
0,0,0,4585,0.574218,1.57208,-1.90917,1194,0
0,0,0,4593,-0.857117,2.34729,-1.77689,1195,0
1.54105,13.4171,-39.3706,31824,-0.726201,2.37455,-1.96389,1196,0
0,0,0,4626,-0.856941,2.40547,-1.94488,1197,0
0.0535041,13.1801,-38.2202,39224,-0.836302,2.21759,-1.86018,1198,0
-0.310816,19.1773,-53.9585,34877,-0.719763,2.01546,-2.0065,1199,0
7.27874,20.2234,-46.6697,18710,-0.0807438,2.8527,-3.15374,1200,0
8.44161,19.14,-38.8233,20561,-0.0687324,2.93532,-3.27556,1201,0
6.52444,22.6798,-55.8731,36074,-0.0426854,2.77741,-3.28007,1202,0
0,0,0,5061,-0.949658,2.72858,-4.2052,1203,0
0,0,0,5040,-0.98885,2.53763,-4.15197,1204,0
0,0,0,5006,-0.976684,2.71614,-4.03112,1205,0
-0.907314,18.6225,-54.8779,32666,-0.116281,2.17149,-1.84403,1206,0
-1.05727,17.5109,-54.4294,36938,-0.0868684,2.21495,-1.72591,1207,0
-0.601766,18.3077,-56.1891,45208,-0.018754,2.25787,-1.86967,1208,0
5.03039,18.0083,-50.6216,29849,-0.657726,2.52785,-3.45471,1209,0
5.52084,17.9983,-51.1327,37038,-0.698783,2.32973,-3.40921,1210,0
5.8891,16.7027,-45.3466,26810,-0.522595,2.40243,-3.52624,1211,0
5.97778,18.0259,-51.0686,40910,-0.657382,2.42461,-3.54638,1212,0
1.39908,17.6393,-51.9904,34813,-0.214914,2.26947,-2.49673,1213,0
1.06669,19.8728,-54.5761,37028,-0.0834262,2.31646,-2.47417,1214,0
0,0,0,5022,-0.912851,2.87817,-4.00148,1215,0
0,0,0,5060,-0.890403,2.90476,-4.17685,1216,0
1.15767,15.4638,-44.8104,25729,-0.345689,2.29189,-1.39483,1217,0
0,0,0,4486,-0.419497,2.38997,-1.23979,1218,0
0.845468,12.1352,-35.2084,42383,-0.424771,2.25891,-1.21137,1219,0
-0.982366,14.6853,-42.9966,39103,0.316701,2.09697,-1.90635,1220,0
0,0,0,4804,0.538279,2.2816,-2.8807,1221,0
2.58089,21.6807,-61.723,20593,0.302644,2.22905,-2.8304,1222,0
3.4754,17.9793,-51.8213,32256,0.41063,2.21673,-2.94193,1223,0
1.63385,17.0936,-49.7323,44062,-0.44322,1.96098,-2.45989,1224,0
0.8058,17.8594,-52.5412,19294,-0.105193,1.54345,-2.45014,1225,0
1.23015,20.0403,-58.9712,21362,-0.0321322,1.50466,-2.54972,1226,0
4.26822,19.4833,-51.561,18368,-0.174161,2.48244,-3.00433,1227,0
3.788,21.4645,-58.0803,34941,-0.141203,2.61483,-2.94209,1228,0
0.239847,18.2727,-53.2769,21094,0.408412,1.77407,-1.85357,1229,0
9.92874,18.6739,-44.8542,23768,0.372023,1.96964,-3.92629,1230,0
10.2176,19.5597,-55.2963,41745,0.275422,2.02459,-3.99292,1231,0
7.74164,16.7212,-40.2182,42691,0.261413,1.86112,-3.9732,1232,0
0,0,0,4494,-0.900519,1.12039,-1.94612,1233,0
0,0,0,4516,-0.985951,1.2373,-1.98523,1234,0
0,0,0,4538,-0.863989,1.14642,-2.10771,1235,0
5.05614,19.485,-58.3199,18298,-0.521515,2.64142,-2.74916,1236,0
0,0,0,4808,-0.551436,2.84056,-2.72303,1237,0
0,0,0,4715,-0.669366,1.32437,-2.96095,1238,0
2.5144,17.1278,-49.6015,29957,-0.438192,1.89304,-2.73767,1239,0
1.80804,17.5876,-50.843,17173,-0.319807,1.89198,-2.6049,1240,0
0,0,0,4597,-0.787975,1.21837,-2.46908,1241,0
0,0,0,4655,-0.750901,1.25133,-2.63235,1242,0
0.749071,17.7439,-48.9766,20662,-0.730351,1.41374,-2.56862,1243,0
0,0,0,4889,-0.753941,1.67842,-3.78257,1244,0
4.83393,14.243,-46.7204,18377,-0.636441,1.782,-3.6451,1245,0
0.158387,16.2722,-48.3032,35884,0.0363235,1.70016,-2.05962,1246,0
0.303428,16.8047,-49.2916,41484,-0.0216073,1.73899,-2.18737,1247,0
2.69246,18.347,-55.9752,15357,0.0385862,1.57493,-2.88945,1248,0
3.36321,13.6572,-39.4471,22276,0.226332,1.54446,-2.8492,1249,0
0,0,0,4735,-1.00459,1.63912,-2.94891,1250,0
0,0,0,4755,-0.88308,1.53766,-3.06288,1251,0
0,0,0,4714,-0.901736,1.49745,-2.908,1252,0
0,0,0,4498,0.188843,0.999292,-1.85676,1253,0
-5.75321,23.6819,-55.8366,26555,0.0342835,1.11578,-1.82449,1254,0
0,0,0,4542,0.207844,1.09034,-2.00573,1255,0
6.90363,17.0008,-44.6984,30727,-0.264903,2.62165,-3.58819,1256,0
-1.7193,16.3409,-49.5531,37392,0.131373,1.63841,-1.34215,1257,0
-2.87261,17.6987,-53.8847,46747,0.230407,1.57036,-1.39559,1258,0
-2.59361,19.159,-56.5195,27427,-0.170329,2.16395,-1.50376,1259,0
-1.27433,16.988,-50.7555,41860,-0.331276,2.10819,-1.61771,1260,0
-0.766145,20.4271,-58.8677,22877,-0.0660389,1.25713,-2.18939,1261,0
1.42641,18.6938,-49.1228,27261,-0.0277259,1.12655,-2.12098,1262,0
5.70504,9.20985,-30.1134,14513,-0.612376,1.93799,-4.27847,1263,0
0,0,0,5034,0.511016,2.98619,-3.79551,1264,0
0,0,0,4999,0.495044,2.90909,-3.63949,1265,0
0,0,0,5016,0.601031,2.82561,-3.77151,1266,0
-1.05018,18.0099,-51.4172,22445,0.269046,1.90886,-1.62498,1267,0
-1.83473,18.5447,-53.3419,29189,0.300539,1.86287,-1.75505,1268,0
-1.05962,17.7171,-52.2054,25439,0.390931,1.78805,-1.67595,1269,0
8.75913,17.2764,-47.2864,17685,-0.0110096,2.43261,-4.07211,1270,0
8.68914,16.9079,-46.4629,38054,-0.165927,2.44072,-4.07353,1271,0
0,0,0,4435,-0.698288,0.90419,-1.81997,1272,0
0,0,0,4414,-0.840887,0.963594,-1.70022,1273,0
0,0,0,4947,-1.0009,2.0752,-3.92132,1274,0
0,0,0,4968,-1.00794,2.17071,-4.00665,1275,0
5.36362,12.0072,-37.7906,23863,-0.881252,2.17893,-3.92242,1276,0
1.10468,20.6501,-58.0034,35311,-0.793741,2.27195,-2.39048,1277,0
0.926913,19.1361,-54.8924,45347,-0.68652,2.26624,-2.50495,1278,0
-0.59101,19.6008,-55.9508,14980,0.104409,2.02073,-1.51408,1279,0
-1.96876,17.9507,-49.0509,30199,0.102753,2.17565,-1.61125,1280,0
-1.65936,18.3933,-55.6351,27996,-0.0431339,2.09868,-1.69022,1281,0
-0.632472,18.7574,-55.1624,38212,0.117744,1.9936,-1.71011,1282,0
6.86923,15.2387,-43.7041,25417,-0.466626,2.40501,-3.80379,1283,0
7.39736,16.1747,-44.1626,40504,-0.376948,2.50535,-3.81661,1284,0
0,0,0,4599,-0.372519,1.03022,-2.39769,1285,0
0,0,0,4560,-0.427538,0.975245,-2.23259,1286,0
0,0,0,4768,-0.329427,2.79135,-2.47637,1287,0
0,0,0,4807,-0.37274,2.8425,-2.62674,1288,0
0,0,0,4769,-0.505758,2.79435,-2.5443,1289,0
-0.19078,16.8663,-49.1236,27886,-0.389977,1.85777,-1.80442,1290,0
3.32499,17.2848,-46.8735,29093,-0.373679,2.44002,-3.04303,1291,0
2.81317,20.0979,-55.1467,31021,-0.297351,2.56047,-2.95847,1292,0
2.02767,18.2051,-50.3012,31003,-0.432447,2.5068,-2.91117,1293,0
4.44408,20.5979,-55.0538,44445,-0.439155,2.6109,-3.09069,1294,0
0,0,0,5013,0.337055,1.80146,-4.2205,1295,0
0,0,0,5029,0.480969,1.92454,-4.26136,1296,0
7.41446,15.8864,-41.9291,16948,0.396939,2.01367,-4.15481,1297,0
0.864491,15.3301,-43.5212,19620,-0.661146,2.14222,-1.24201,1298,0
1.88606,16.3415,-51.1924,18801,-0.715133,2.10134,-1.39471,1299,0
3.15277,15.8938,-47.3174,29787,-0.259365,1.79232,-2.94721,1300,0
3.00666,17.1214,-49.1506,32765,-0.10872,1.90648,-2.89153,1301,0
2.43212,17.4823,-51.8353,31495,0.0908485,1.88597,-2.76278,1302,0
2.43318,17.1421,-50.2385,21795,-0.0664335,1.76699,-2.78449,1303,0
0,0,0,4541,0.103476,1.0492,-2.12307,1304,0
0,0,0,4559,-0.719258,1.07019,-2.22341,1305,0
0,0,0,4517,-0.768521,1.04205,-2.05361,1306,0
0.110253,15.2447,-41.2974,22990,-0.710854,1.21129,-2.20346,1307,0
0,0,0,5035,0.278086,3.18326,-3.75001,1308,0
0,0,0,5019,0.158581,3.20228,-3.65194,1309,0
0,0,0,5018,0.267111,3.11232,-3.60317,1310,0
11.0894,17.4658,-44.1028,21023,0.132848,3.06592,-3.78054,1311,0
1.7057,16.8329,-49.2698,20293,-0.154305,1.73917,-2.5599,1312,0
1.93458,16.9837,-49.8444,36710,-0.169605,1.87285,-2.63599,1313,0
2.47629,17.2811,-49.6764,45746,-0.186034,1.83556,-2.76864,1314,0
0,0,0,4587,0.166429,2.37216,-1.64201,1315,0
-0.543199,17.5435,-54.305,16541,0.0744698,2.20876,-1.78887,1316,0
0,0,0,4622,0.164434,2.42788,-1.81368,1317,0
1.69298,15.8997,-39.97,25266,-0.907725,1.29784,-1.88641,1318,0
4.94552,15.9641,-46.2191,37674,-0.610142,2.28647,-3.50677,1319,0
4.56324,16.9611,-48.2368,37569,-0.702376,2.18613,-3.48086,1320,0
4.99921,16.3887,-47.8664,42014,-0.655808,2.15777,-3.32886,1321,0
8.57497,20.5979,-48.7518,41521,-0.224514,2.96469,-3.55484,1322,0
0,0,0,4783,0.478184,1.65483,-2.93343,1323,0
2.67162,18.329,-55.4655,16220,0.244516,1.68947,-2.91456,1324,0
0,0,0,4801,0.406605,1.56951,-3.03903,1325,0
2.93886,14.0977,-47.5027,29234,0.371434,1.77617,-2.99002,1326,0
0,0,0,5050,0.60926,2.06335,-4.27502,1327,0
0,0,0,5014,0.568243,1.98683,-4.12634,1328,0
0,0,0,4740,0.378072,1.49852,-2.87143,1329,0
0,0,0,4782,0.270119,1.42162,-3.00236,1330,0
4.90757,20.4172,-56.242,26486,0.18853,2.2383,-3.0682,1331,0
3.99586,19.9843,-56.173,24108,0.378316,2.32597,-3.04812,1332,0
4.29444,20.1493,-57.1701,45121,0.290141,2.17644,-2.99719,1333,0
6.59724,17.8489,-52.7067,18284,-0.586817,2.07837,-3.95126,1334,0
5.82684,18.426,-53.2343,18514,-0.461132,1.99497,-3.8635,1335,0
-0.145938,16.663,-46.8503,36528,-0.487594,1.43555,-1.89913,1336,0
8.13438,21.8146,-50.5047,21567,0.356537,1.95494,-3.74915,1337,0
0,0,0,4935,0.539164,1.88878,-3.68405,1338,0
0,0,0,4640,0.392992,1.38386,-2.30459,1339,0
0,0,0,4659,0.3272,1.34353,-2.44278,1340,0
0,0,0,4693,-0.548413,1.24286,-2.89709,1341,0
0,0,0,4737,-0.513016,1.28643,-3.05746,1342,0
0,0,0,4716,-0.372277,1.22477,-2.97344,1343,0
4.55032,17.0655,-50.5665,21221,-0.437968,1.39411,-2.92162,1344,0
0,0,0,4547,0.106749,2.35004,-1.46496,1345,0
0.831059,11.7754,-31.3405,40364,-0.0764639,2.31757,-1.4552,1346,0
-1.70019,18.192,-52.9951,17272,0.141317,2.01127,-1.22624,1347,0
-1.73305,19.139,-55.2672,21720,0.212027,1.83548,-1.86201,1348,0
-0.851502,17.751,-52.7921,45730,0.0643074,1.86629,-1.786,1349,0
3.64087,12.0173,-41.9084,28963,-0.802632,1.83382,-3.40052,1350,0
4.79476,16.3238,-48.6305,26513,-0.73602,1.7364,-3.28149,1351,0
2.96974,12.9407,-42.4088,31725,-0.673926,1.69465,-3.46287,1352,0
3.44905,16.6959,-48.8606,17929,-0.0183787,1.39362,-2.87412,1353,0
4.4721,13.336,-42.106,30293,0.0392571,1.34493,-2.75861,1354,0
0,0,0,4792,-1.11467,2.11178,-3.09449,1355,0
1.55842,14.6314,-41.7446,26057,-0.969854,2.16209,-2.97386,1356,0
1.68091,12.9522,-41.4054,33765,-0.985908,2.02602,-3.10787,1357,0
-1.1388,16.726,-52.3493,26042,-0.401639,2.12664,-1.76104,1358,0
-0.713519,17.7224,-54.5422,23872,-0.285494,2.24984,-1.89555,1359,0
0.554909,18.0194,-52.9325,36271,-0.333336,2.37639,-1.79463,1360,0
2.4902,18.1364,-56.7459,19906,0.10031,2.49419,-2.61235,1361,0
1.79648,14.5122,-43.6357,45043,0.064822,2.55039,-2.50356,1362,0
-0.630782,18.5539,-49.9199,44879,-0.661297,1.37133,-1.66579,1363,0
3.70675,13.144,-34.5825,19402,0.128425,1.45026,-2.93388,1364,0
0,0,0,4610,-0.450908,2.54709,-1.72495,1365,0
0.821105,11.4742,-34.9224,26076,-0.517465,2.44273,-1.79311,1366,0
0,0,0,4591,-0.603263,2.49847,-1.69565,1367,0
1.86709,13.8811,-41.263,40673,-0.514052,2.37114,-1.64674,1368,0
0,0,0,4672,-0.930042,1.46224,-2.7379,1369,0
0.384219,12.0938,-34.0898,22155,-0.839161,1.50018,-2.62487,1370,0
0,0,0,4653,-1.03676,1.55957,-2.62047,1371,0
2.65166,20.663,-61.0184,36014,0.112167,1.82892,-2.98222,1372,0
2.35656,18.355,-55.5637,39442,0.287624,1.83386,-2.87042,1373,0
0,0,0,5043,-0.797749,2.01843,-4.39605,1374,0
0,0,0,5042,-0.905623,2.16177,-4.33535,1375,0
0,0,0,5064,-0.832228,2.14657,-4.49699,1376,0
9.04645,9.9266,-37.0011,19155,-0.773888,2.23866,-4.38096,1377,0
0,0,0,4511,-1.06589,2.07627,-3.5882,1378,0
0,0,0,4888,-1.01792,1.94398,-3.6087,1379,0
0.00788106,17.6626,-49.2174,45679,-0.355868,1.66075,-2.01943,1380,0
-1.33595,15.0725,-46.6472,23754,-0.364982,1.92633,-1.38351,1381,0
-2.17994,14.7849,-45.3004,28207,-0.397788,1.83397,-1.23422,1382,0
3.60666,19.9463,-55.4072,24290,0.114325,2.26428,-2.80564,1383,0
2.99325,21.0034,-58.0669,29853,0.248371,2.19797,-2.68918,1384,0
3.29794,17.1264,-44.7487,40038,-0.973227,2.20362,-2.74147,1385,0
0.651243,14.155,-41.7525,44107,-1.00723,1.97576,-2.6253,1386,0
0.704704,18.9458,-54.6892,31083,-0.665045,2.21547,-2.37767,1387,0
1.09583,17.0718,-49.0241,47067,-0.596323,2.08919,-2.34789,1388,0
-1.68143,17.3522,-46.6585,20292,-0.814484,1.12944,-1.47106,1389,0
0.49977,13.4551,-36.2742,30772,-0.94919,1.17229,-1.39779,1390,0
0,0,0,4391,-0.959231,1.04775,-1.61296,1391,0
0,0,0,4483,0.584322,1.59634,-1.39627,1392,0
0,0,0,4791,-1.01253,2.55258,-2.8662,1393,0
5.21402,18.571,-58.1358,23361,-0.131448,1.76297,-3.64648,1394,0
0,0,0,4836,0.551392,1.88861,-3.06577,1395,0
4.95277,19.1623,-48.4861,35508,0.42564,1.96158,-3.19002,1396,0
9.01962,14.1679,-45.2577,24873,-0.415703,1.94072,-4.40829,1397,0
6.84695,12.568,-37.0721,32957,-0.300709,1.84651,-4.34415,1398,0
0,0,0,4479,0.0492505,0.885655,-1.8336,1399,0
-4.12246,19.8386,-40.5132,41700,0.00393593,0.996883,-1.79437,1400,0
0,0,0,8992,-0.942987,2.80305,-4.10149,1401,0
0,0,0,5039,-0.793096,3.03428,-4.04451,1402,0
2.99397,18.8139,-55.9609,45892,-0.382215,1.40331,-2.77205,1403,0
-2.42807,19.6268,-56.3005,25557,0.248903,1.74375,-1.60668,1404,0
-1.06796,15.7384,-47.9199,29719,0.0472918,1.77436,-1.54918,1405,0
4.76473,21.1832,-54.9127,40215,-0.69341,2.58915,-3.33573,1406,0
4.83418,18.9694,-50.617,40942,-0.832036,2.44762,-3.3075,1407,0
4.04787,20.6412,-54.9823,18533,-0.757439,2.53289,-3.22655,1408,0
4.88733,18.477,-51.1938,46647,-0.704719,2.45246,-3.35277,1409,0
7.81566,16.753,-47.4511,37837,-0.59279,2.39157,-3.90063,1410,0
8.51342,17.9603,-51.9323,41367,0.232289,2.22586,-3.82825,1411,0
7.52186,16.6944,-47.0703,31416,0.0850063,2.21469,-3.8705,1412,0
0,0,0,4770,-0.628283,2.73659,-2.50096,1413,0
2.10252,19.8316,-57.4563,14931,-0.522816,2.56419,-2.46787,1414,0
1.28844,19.9319,-54.4967,20712,-0.803387,1.62164,-2.25281,1415,0
0.535322,20.0246,-54.1498,43355,-0.869131,1.67557,-2.15747,1416,0
9.70768,19.8465,-51.7494,22482,-0.422745,2.95802,-3.88822,1417,0
8.45186,20.1683,-50.7035,42762,-0.464296,2.87087,-3.74996,1418,0
-1.43319,17.676,-50.1568,40287,-0.647115,1.10134,-1.51031,1419,0
-1.5063,17.6538,-52.0388,25159,-0.124446,2.02486,-1.53654,1420,0
-1.25375,16.8666,-49.2675,30800,-0.0852766,1.9639,-1.66118,1421,0
-0.948249,15.8387,-46.0027,26085,-0.0972184,1.83789,-1.59215,1422,0
0,0,0,4671,-1.09847,1.68521,-2.63884,1423,0
0,0,0,4713,-1.09746,1.75731,-2.80624,1424,0
1.58773,13.9946,-37.1891,17384,-0.99582,1.79196,-2.69147,1425,0
0,0,0,4457,-0.926139,1.075,-1.76829,1426,0
5.4363,16.8967,-52.1568,15700,-0.696783,1.97555,-3.69338,1427,0
0,0,0,5028,0.208194,1.75357,-4.34697,1428,0
11.2196,18.9481,-48.1622,23141,0.21717,1.94111,-4.28919,1429,0
9.86214,15.8901,-36.9724,33176,0.0753351,1.79461,-4.21961,1430,0
1.10023,19.5864,-55.5681,25308,-0.410986,2.47738,-2.40595,1431,0
2.03113,17.5679,-50.7055,39835,-0.511919,2.53721,-2.27269,1432,0
2.94719,19.3557,-56.4708,22047,-0.887457,2.11429,-2.83106,1433,0
0,0,0,4874,0.113442,1.4713,-3.55609,1434,0
0,0,0,4891,0.279446,1.59878,-3.61852,1435,0
0,0,0,4949,-0.540713,1.64375,-4.0642,1436,0
9.8279,19.7689,-51.4942,31037,0.475053,2.43165,-3.89651,1437,0
10.22,18.9772,-51.0852,14113,0.363737,2.47888,-3.97291,1438,0
-0.353284,17.2102,-51.4747,23559,-0.304782,2.21304,-1.25022,1439,0
-0.557148,17.0883,-50.1738,23656,-0.126437,2.18564,-1.22837,1440,0
-1.5775,16.6862,-54.4099,17158,-0.256489,2.145,-1.07919,1441,0
-1.65394,15.0142,-45.9562,25382,-0.13025,2.16948,-1.09929,1442,0
5.51872,8.23155,-31.3539,22220,-0.624404,1.827,-4.01769,1443,0
8.51073,15.5092,-47.9132,29511,-0.63559,1.97193,-4.01061,1444,0
-1.98664,16.1447,-46.0498,25922,0.238104,2.15412,-1.79621,1445,0
-1.05173,17.37,-53.9416,39880,0.173815,2.10831,-1.69466,1446,0
1.29667,16.8699,-50.1643,40821,-0.0645976,1.66147,-2.49823,1447,0
4.88286,12.9501,-32.7231,40322,0.121824,1.53048,-3.22967,1448,0
1.55465,16.7394,-49.7577,14235,-0.717569,1.78659,-2.38488,1449,0
