vtkOriginalIndices,Points:0,Points:1,Points:2,vy mag (cm/s),velocity:0,velocity:1,velocity:2
0.0484399,4.43253,-26.1694,4.43253,0,0.417444,0.867445,45846
6.52486,4.04985,-16.1589,4.04985,0,0.031364,10.8147,45847
2.72876,-6.52113,-5.57923,-6.52113,0,2.1578,-11.0444,45848
2.45004,-6.74033,-5.44589,-6.74033,0,2.11891,-11.174,45849
-0.414616,2.87243,-10.9542,2.87243,0,1.0787,4.00853,45850
8.30833,6.09965,-15.7381,6.09965,0,-1.78972,11.3692,45851
-2.10861,6.938,-25.2464,6.938,0,1.15636,-0.183861,45852
6.99707,10.3831,-26.4327,10.3831,0,-1.5812,12.5066,45853
2.77006,1.08558,-15.3025,1.08558,0,-1.35013,8.79908,45854
3.41112,1.9408,-15.2772,1.9408,0,-1.22028,8.92884,45855
8.63011,4.761,-31.4386,4.761,0,3.16549,-5.81856,45856
6.28492,4.2221,-16.414,4.2221,0,-0.338517,10.3542,45857
6.3516,4.23944,-17.2167,4.23944,0,-0.407732,10.3752,45858
-8.72602,-7.964,-3.80369,-7.964,0,0.27402,-10.5639,45859
-8.50112,-8.61501,-4.67421,-8.61501,0,-0.14959,-10.9839,45860
3.16455,-5.74367,-5.3677,-5.74367,0,2.44369,-10.5879,45861
2.80922,2.16257,-15.2744,2.16257,0,-0.299175,8.54493,45862
0.774962,1.73321,-14.1056,1.73321,0,0.344502,5.64884,45863
-2.29601,5.62741,-24.8415,5.62741,0,0.794934,0.654512,45864
1.90582,2.58543,-14.5555,2.58543,0,0.581855,7.82876,45865
4.17768,2.17582,-16.5069,2.17582,0,0.0990967,9.3742,45866
-5.09658,4.97868,-19.9408,4.97868,0,0.622849,-0.334919,45867
-3.73225,10.1667,-26.7348,10.1667,0,0.547931,-0.445837,45868
0.53946,8.44107,-22.4055,8.44107,0,1.9129,-1.53222,45869
-0.860007,2.81198,-15.1918,2.81198,0,0.283519,4.65281,45870
0.652099,4.58246,-22.1497,4.58246,0,0.493624,1.86981,45871
2.9524,-7.54107,-5.76653,-7.54107,0,1.99249,-11.4422,45872
8.41819,6.55872,-16.1277,6.55872,0,-0.7109,12.0586,45873
-1.68841,5.22096,-24.528,5.22096,0,1.35125,0.819717,45874
3.60931,3.04227,-17.494,3.04227,0,-0.988181,9.46314,45875
1.09191,1.01192,-14.0243,1.01192,0,-0.0237963,7.33365,45876
19.6963,32.2363,-8.59432,32.2363,0,2.75621,-15.3733,45877
12.1938,4.02144,-20.2185,4.02144,0,-2.0549,12.367,45878
-9.04265,-8.29955,-8.47819,-8.29955,0,-1.12339,-11.3033,45879
8.08525,6.0274,-18.0501,6.0274,0,-1.08692,10.5988,45880
17.9844,12.5764,-27.9481,12.5764,0,-1.51203,12.7131,45881
8.67963,7.28964,-14.5067,7.28964,0,-0.901244,11.5128,45882
1.74453,-5.8793,-4.43073,-5.8793,0,1.70799,-10.2498,45883
-10.2746,-11.4316,-14.3753,-11.4316,0,-1.01321,-11.1873,45884
9.62182,4.93522,-19.6887,4.93522,0,-1.9998,12.014,45885
9.04956,11.9902,-37.4518,11.9902,0,-1.56475,-14.8752,45886
2.29779,-7.98239,-7.01055,-7.98239,0,1.54703,-11.1967,45887
7.84176,5.55027,-14.6528,5.55027,0,-0.0687896,12.1699,45888
0.190233,2.75062,-13.6356,2.75062,0,-0.457662,5.45966,45889
8.75651,6.91564,-18.9336,6.91564,0,-1.49757,11.8379,45890
1.94454,2.13742,-14.5991,2.13742,0,0.317712,8.03794,45891
0.39979,12.8836,-39.8601,12.8836,0,1.40331,-2.77205,45892
0.569708,2.16165,-13.6123,2.16165,0,-0.404321,6.39638,45893
10.7832,1.63154,-13.5128,1.63154,0,-1.92316,13.0144,45894
-3.07004,9.4556,-36.4269,9.4556,0,1.56295,-0.466959,45895
4.0878,-5.39543,-5.77485,-5.39543,0,2.93606,-10.3654,45896
-8.66312,-7.86509,-6.31686,-7.86509,0,-0.932275,-11.1702,45897
-0.459052,3.46703,-15.9514,3.46703,0,-0.0812692,4.05474,45898
0.125436,3.33236,-17.7551,3.33236,0,0.514333,3.11934,45899
0.406284,1.7107,-14.6097,1.7107,0,0.578479,5.38727,45900
0.888894,1.3394,-13.787,1.3394,0,0.515796,5.88119,45901
2.36882,2.88609,-13.7757,2.88609,0,0.49321,6.13783,45902
-8.95726,-8.69923,-4.22739,-8.69923,0,0.145742,-10.4286,45903
1.38895,2.12902,-14.9298,2.12902,0,-0.749312,7.63109,45904
-20.4212,30.9808,-56.0568,30.9808,0,5.19194,-20.4713,45905
0.479267,2.30901,-13.7967,2.30901,0,-0.186648,6.7737,45906
1.81939,1.40072,-13.0658,1.40072,0,0.120499,8.11424,45907
3.2966,4.03163,-15.5936,4.03163,0,0.532646,10.171,45908
1.40213,-0.93463,-12.089,-0.93463,0,0.932362,6.06578,45909
-13.6489,-8.85824,-11.771,-8.85824,0,-1.47433,-12.2502,45910
14.0283,-2.5813,-36.1738,-2.5813,0,3.63149,-8.09866,45911
5.02702,10.1517,-26.6439,10.1517,0,2.70111,-3.78608,45912
1.87692,2.33626,-16.3938,2.33626,0,-0.309408,5.60064,45913
0.052855,3.07451,-16.4891,3.07451,0,0.356721,3.89472,45914
0.934287,1.87876,-13.7712,1.87876,0,0.896114,6.38104,45915
1.04761,0.923595,-12.7528,0.923595,0,0.837712,6.24015,45916
3.34591,-7.16677,-6.04863,-7.16677,0,1.40087,-9.89899,45917
11.129,7.60026,-22.3921,7.60026,0,-1.58072,12.2813,45918
-17.7914,20.4263,-43.8797,20.4263,0,4.35838,-18.2935,45919
0.512093,2.3265,-0.739695,2.3265,0,2.77805,-8.15019,45920
0.335885,3.01764,-12.7294,3.01764,0,-1.20396,5.88907,45921
-24.9621,-12.7363,-28.0498,-12.7363,0,-2.03285,-12.7853,45922
-9.12932,-12.7236,-5.11718,-12.7236,0,0.758131,-10.3625,45923
2.70953,-6.23455,-5.49936,-6.23455,0,1.4892,-10.3717,45924
3.04031,-6.42339,-5.82856,-6.42339,0,2.02353,-10.669,45925
0.740508,1.66161,-13.4497,1.66161,0,0.402195,6.06752,45926
4.40083,-9.65675,-9.69201,-9.65675,0,1.03544,-11.5191,45927
-1.20814,7.52708,-22.8901,7.52708,0,0.398321,-0.261248,45928
3.09443,-6.74098,-6.01527,-6.74098,0,1.70516,-10.5708,45929
6.5785,4.8868,-17.0421,4.8868,0,-1.08127,10.5205,45930
7.61986,4.98624,-14.9533,4.98624,0,-0.285892,11.6883,45931
0.562956,4.21007,-17.8937,4.21007,0,0.706203,3.54685,45932
3.5899,2.55145,-15.014,2.55145,0,-0.648069,9.25041,45933
0.86189,9.18629,-26.961,9.18629,0,1.13175,-2.33961,45934
10.8752,2.76224,-18.3571,2.76224,0,-2.30596,12.3067,45935
-9.24657,-8.47388,-5.26462,-8.47388,0,0.338382,-11.255,45936
3.86197,-9.4678,-6.53029,-9.4678,0,2.00975,-11.8801,45937
0.976208,-10.8826,-9.73859,-10.8826,0,1.23594,-11.5983,45938
7.5802,5.06924,-16.8222,5.06924,0,-1.65137,11.4776,45939
29.7454,-5.86424,-25.8157,-5.86424,0,2.91101,-8.80711,45940
-1.14864,9.47949,-26.6706,9.47949,0,1.37778,-1.65574,45941
3.04185,1.31877,-15.381,1.31877,0,0.655333,8.77929,45942
4.14894,1.95814,-15.3365,1.95814,0,0.622427,8.9069,45943
7.75721,5.53701,-16.5794,5.53701,0,-0.182384,11.2043,45944
-28.9736,49.3268,-9.44441,49.3268,0,2.02301,-15.7414,45945
2.59801,-14.6489,-10.8305,-14.6489,0,1.09624,-12.1131,45946
-0.00925922,2.12521,-12.6391,2.12521,0,0.312726,6.7262,45947
-0.0148423,1.88429,-12.3574,1.88429,0,0.455013,5.91142,45948
-1.97876,5.82685,-27.0494,5.82685,0,1.79678,-0.401766,45949
-1.87805,6.23309,-22.614,6.23309,0,1.54697,0.235602,45950
2.68178,-3.18119,-6.53153,-3.18119,0,3.21631,-10.8146,45951
-8.93005,-8.81378,-5.22943,-8.81378,0,0.0684705,-11.28,45952
-14.1402,-16.0733,-38.3131,-16.0733,0,-2.25631,-13.5407,45953
16.1051,2.65255,-36.0277,2.65255,0,3.30116,-7.56731,45954
2.26483,10.8273,-35.2234,10.8273,0,2.07381,-3.67549,45955
3.49224,2.29629,-14.4231,2.29629,0,-0.488597,9.03647,45956
22.1063,50.9237,6.94047,50.9237,0,2.13961,-15.9282,45957
7.91466,6.14798,-15.0699,6.14798,0,-0.249113,12.1341,45958
0.710857,2.35072,-13.6099,2.35072,0,0.284555,6.98042,45959
-0.259406,2.94357,-15.7568,2.94357,0,0.276517,4.40498,45960
8.6158,-6.03556,-9.32325,-6.03556,0,2.98708,-9.12189,45961
2.90785,-5.34632,-4.96855,-5.34632,0,2.70173,-11.1534,45962
-3.19664,8.58742,-28.3159,8.58742,0,0.736485,-0.315769,45963
-2.09722,7.22644,-24.1604,7.22644,0,0.738555,-0.238489,45964
3.42756,-4.77159,-5.77105,-4.77159,0,3.0263,-10.4961,45965
0.390015,2.2462,-11.7656,2.2462,0,0.858594,6.66798,45966
0.733879,2.43461,-13.5884,2.43461,0,0.482156,7.04455,45967
20.0632,1.23779,-53.5356,1.23779,0,-1.26698,-14.691,45968
-2.2413,9.05306,-28.5859,9.05306,0,1.656,-1.3916,45969
0.759231,2.16184,-13.6021,2.16184,0,-0.389541,5.91726,45970
3.89168,3.64573,-23.116,3.64573,0,-1.20837,8.3386,45971
0.268747,3.90365,-19.3162,3.90365,0,0.424924,2.60625,45972
-12.7067,-13.8864,-20.7063,-13.8864,0,-1.39473,-11.8407,45973
0.206676,1.87714,-13.5212,1.87714,0,0.535612,5.71421,45974
12.3253,8.42803,-45.4108,8.42803,0,-1.69126,-14.9375,45975
0.83533,-7.86413,-6.21222,-7.86413,0,1.81897,-11.653,45976
3.2414,2.50216,-16.7251,2.50216,0,-1.10386,9.11207,45977
-16.511,21.5009,-38.0679,21.5009,0,3.92036,-16.7854,45978
2.32298,2.00513,-14.9288,2.00513,0,0.42908,8.10913,45979
0.634225,2.1306,-13.6514,2.1306,0,-0.191869,6.66141,45980
2.89172,2.06866,-15.4587,2.06866,0,-0.944368,8.70787,45981
-1.15205,2.55898,-12.4206,2.55898,0,-0.212629,5.22104,45982
-18.0371,-17.282,-26.3223,-17.282,0,-1.68047,-13.0111,45983
-14.8755,-18.2381,-49.6972,-18.2381,0,2.61141,-9.07014,45984
-8.37859,-9.29281,-4.12414,-9.29281,0,-0.086048,-10.7255,45985
0.632294,2.14121,-13.572,2.14121,0,0.102702,6.66609,45986
2.92388,1.88523,-15.5387,1.88523,0,0.114807,8.6092,45987
-20.5841,34.7273,-17.2522,34.7273,0,2.63203,-15.4235,45988
19.3883,-0.489674,-20.1484,-0.489674,0,3.60438,-9.0394,45989
9.13682,-6.64621,-9.78094,-6.64621,0,3.08506,-9.22289,45990
3.5698,2.38611,-15.1831,2.38611,0,-0.129616,9.17151,45991
14.6021,4.86776,-25.1844,4.86776,0,-1.87451,12.4864,45992
-23.5198,31.2567,-51.2817,31.2567,0,4.18154,-17.0752,45993
-17.4561,24.6888,-41.8873,24.6888,0,4.06999,-17.2414,45994
0.854951,1.81363,-12.67,1.81363,0,-1.11222,6.54567,45995
2.96718,-9.18462,-6.77371,-9.18462,0,1.72965,-11.6413,45996
11.0611,1.14604,-26.2223,1.14604,0,3.24446,-8.2889,45997
0.964163,2.64241,-14.9296,2.64241,0,-0.156889,5.14043,45998
-8.12331,-7.98717,-4.87891,-7.98717,0,-0.213801,-10.5586,45999
2.22806,4.95828,-30.3753,4.95828,0,0.839214,2.42057,46000
-1.73082,4.78677,-24.2137,4.78677,0,0.740082,0.996472,46001
7.53866,6.6099,-20.5014,6.6099,0,-0.381732,10.421,46002
6.60656,9.50589,-29.5586,9.50589,0,2.73565,-4.58673,46003
-8.28057,-7.93801,-5.26695,-7.93801,0,-0.151783,-10.6338,46004
-13.559,-9.29513,-10.8945,-9.29513,0,-1.66447,-11.6458,46005
3.80474,2.71105,-15.9061,2.71105,0,-0.973765,8.80538,46006
3.33455,2.26218,-14.4563,2.26218,0,-0.728615,8.84407,46007
5.63906,3.99548,-15.9022,3.99548,0,-0.797222,10.3122,46008
1.29163,1.79746,-14.7919,1.79746,0,-0.355741,7.79774,46009
-1.07883,3.33825,-19.5951,3.33825,0,0.699692,2.53556,46010
-2.71939,3.20292,-24.4679,3.20292,0,1.63348,1.18271,46011
2.95393,10.284,-26.9166,10.284,0,1.68176,-3.0407,46012
0.457071,2.3834,-13.6842,2.3834,0,-0.899772,6.39441,46013
-12.4918,-9.72225,-12.6482,-9.72225,0,-1.44757,-11.9729,46014
0.933462,2.34349,-13.8569,2.34349,0,0.0980852,7.23464,46015
7.31061,5.20248,-17.1484,5.20248,0,-0.81647,10.8519,46016
1.14901,1.92828,-14.059,1.92828,0,-0.190699,5.71134,46017
0.816462,2.23478,-12.6055,2.23478,0,0.220979,6.49289,46018
4.82721,3.61769,-17.1729,3.61769,0,-0.95381,9.80879,46019
2.52694,-4.42723,-6.77467,-4.42723,0,3.08896,-10.7865,46020
2.82706,2.15549,-15.6607,2.15549,0,-0.28272,8.67093,46021
7.15163,5.63373,-16.7373,5.63373,0,-1.73042,10.619,46022
6.14247,6.42861,-17.4834,6.42861,0,-2.09989,10.8726,46023
0.773818,2.18387,-13.8875,2.18387,0,-0.160922,5.59655,46024
7.3149,5.2422,-16.5951,5.2422,0,-1.08817,11.0136,46025
-3.72968,-30.106,-18.1897,-30.106,0,2.19379,-9.93469,46026
5.46773,3.97166,-17.2718,3.97166,0,-0.263814,10.1562,46027
10.288,4.02186,-17.4437,4.02186,0,-2.22033,12.3074,46028
-1.21185,7.60791,-28.0852,7.60791,0,1.5734,-0.301815,46029
-9.74269,-9.3017,-6.56594,-9.3017,0,-0.264514,-11.888,46030
3.34596,2.19271,-14.7747,2.19271,0,-0.00292664,8.98088,46031
0.0494862,-9.14898,-9.48423,-9.14898,0,1.11593,-11.306,46032
2.28397,44.4341,-36.8017,44.4341,0,-1.28178,-15.5065,46033
9.43679,7.47741,-19.3745,7.47741,0,-1.34731,12.0237,46034
7.65221,-5.16721,-12.0523,-5.16721,0,3.62642,-9.89137,46035
-0.125906,1.88224,-15.2641,1.88224,0,0.834925,5.01046,46036
1.78639,2.47083,-15.4065,2.47083,0,-0.755256,8.47114,46037
9.07194,6.14298,-16.7222,6.14298,0,-0.24381,11.0491,46038
-0.273676,1.60217,-12.7164,1.60217,0,-0.394586,6.66996,46039
0.68774,1.82721,-12.9779,1.82721,0,-0.277104,6.96072,46040
2.76673,1.76854,-15.3637,1.76854,0,0.363785,8.56273,46041
-1.6729,2.26575,-16.3085,2.26575,0,0.766261,3.45995,46042
-8.11403,-9.31751,-6.48716,-9.31751,0,-0.121712,-11.6235,46043
8.12697,5.88709,-17.1002,5.88709,0,-1.17576,10.8107,46044
0.802463,9.09976,-26.3272,9.09976,0,1.82915,-1.73594,46045
-0.63478,4.83798,-20.1076,4.83798,0,0.0898634,2.09407,46046
2.31336,-6.31188,-4.99946,-6.31188,0,2.29305,-11.1444,46047
-1.10265,8.69802,-25.874,8.69802,0,1.56449,-1.22546,46048
0.676327,2.60351,-13.8191,2.60351,0,0.402213,7.22648,46049
3.98022,-4.84174,-4.69757,-4.84174,0,3.23628,-10.293,46050
3.0995,10.2775,-30.9241,10.2775,0,1.4927,-2.96378,46051
7.49658,4.41105,-16.3042,4.41105,0,0.172111,11.0881,46052
-8.99507,-8.97337,-5.4303,-8.97337,0,0.0770447,-11.4941,46053
-11.5003,-13.5057,-8.70389,-13.5057,0,-0.127795,-12.0594,46054
2.10703,1.85605,-16.0988,1.85605,0,-0.57153,6.68717,46055
18.4583,5.30171,-15.5762,5.30171,0,3.69727,-8.46123,46056
-9.49373,-8.85508,-5.55145,-8.85508,0,-0.594264,-11.8111,46057
17.4017,5.8431,-21.208,5.8431,0,-1.80221,12.6587,46058
-0.56443,4.06795,-17.6277,4.06795,0,0.0504818,3.05271,46059
-1.30341,11.1845,-49.6138,11.1845,0,-2.42305,-14.8536,46060
8.08451,6.8032,-19.4794,6.8032,0,-2.16689,11.4004,46061
-1.90167,6.39568,-25.6865,6.39568,0,1.22143,0.208752,46062
6.82982,3.75251,-15.8863,3.75251,0,0.10758,10.9141,46063
16.0242,0.564902,-14.1413,0.564902,0,-2.12204,12.7895,46064
2.3293,2.14615,-15.0532,2.14615,0,-0.112571,8.20776,46065
9.80823,7.22896,-16.8532,7.22896,0,-1.13556,12.384,46066
-3.09106,6.00494,-27.8627,6.00494,0,0.686967,0.328849,46067
1.08935,-10.7711,-8.41578,-10.7711,0,1.43126,-11.65,46068
-9.9094,-18.0545,-6.55923,-18.0545,0,1.02443,-10.1123,46069
0.548988,1.91556,-12.6938,1.91556,0,-0.0988602,6.50806,46070
7.52918,9.06091,-27.8136,9.06091,0,2.26506,-4.83489,46071
3.47519,2.74283,-17.1915,2.74283,0,-1.0408,9.23986,46072
-1.94149,3.71779,-19.5615,3.71779,0,0.859859,4.82631,46073
-0.566451,2.52569,-15.918,2.52569,0,0.700012,4.319,46074
3.2052,-6.29478,-5.48598,-6.29478,0,2.36597,-11.1648,46075
8.42612,-19.3508,-20.8879,-19.3508,0,0.358139,-12.2085,46076
20.1744,6.37771,-44.0609,6.37771,0,3.46957,-7.27563,46077
7.5802,4.39615,-15.3378,4.39615,0,-0.563909,10.4645,46078
-7.67421,-15.8417,-6.95323,-15.8417,0,1.17197,-10.5203,46079
9.41503,8.03861,-21.7371,8.03861,0,-1.67748,11.5298,46080
7.82008,9.31972,-29.9575,9.31972,0,2.61033,-4.89467,46081
-10.3608,-10.0136,-6.17509,-10.0136,0,-0.13591,-11.9023,46082
-10.8752,-9.07652,-8.62414,-9.07652,0,-1.00286,-12.0626,46083
22.1904,12.584,-20.365,12.584,0,-1.46552,12.9307,46084
6.30311,-18.103,-23.2669,-18.103,0,0.286027,-11.9756,46085
0.282003,2.3302,-13.3766,2.3302,0,0.0195791,5.80884,46086
0.946237,3.20702,-15.673,3.20702,0,-0.139256,4.28567,46087
0.294043,2.26407,-13.346,2.26407,0,-0.0607229,5.79271,46088
4.06434,3.04064,-16.4716,3.04064,0,-0.0910951,9.65526,46089
4.80841,10.5726,-27.352,10.5726,0,2.50362,-3.69078,46090
-8.56083,-9.41822,-3.53696,-9.41822,0,-0.386809,-10.3143,46091
-9.37155,-8.60628,-4.83369,-8.60628,0,-0.57806,-10.4866,46092
-0.318677,3.65146,-16.0253,3.65146,0,-0.201278,4.03417,46093
6.39712,4.5816,-16.4826,4.5816,0,-0.969024,10.5619,46094
7.99013,5.87637,-16.9297,5.87637,0,-1.47688,11.1542,46095
2.20516,2.16936,-15.5291,2.16936,0,-0.34936,8.20898,46096
7.30085,5.89236,-16.2364,5.89236,0,-0.636971,11.7229,46097
3.17464,1.74842,-13.5416,1.74842,0,0.362341,8.95352,46098
3.41102,2.06555,-14.3836,2.06555,0,0.243653,8.9889,46099
0.176594,3.85229,-18.4293,3.85229,0,0.266353,2.87615,46100
1.17314,2.65077,-15.2298,2.65077,0,0.217138,7.67051,46101
0.130805,2.15218,-13.6636,2.15218,0,0.295833,5.63114,46102
9.12318,-15.6569,-18.4881,-15.6569,0,0.431865,-12.0443,46103
-8.184,-11.3867,-4.82909,-11.3867,0,0.468098,-10.569,46104
6.49123,4.66583,-16.2906,4.66583,0,-0.968984,10.6891,46105
-6.9088,-13.0195,-5.98716,-13.0195,0,0.834912,-10.7926,46106
1.20319,2.04291,-13.908,2.04291,0,-0.852463,7.27637,46107
6.32434,4.12576,-15.6314,4.12576,0,-0.149191,10.7812,46108
-1.83127,5.26161,-23.6935,5.26161,0,0.816947,0.880784,46109
-1.11296,8.39832,-23.1549,8.39832,0,1.56779,-0.864979,46110
-0.9124,4.37571,-18.3111,4.37571,0,1.07848,4.28973,46111
-10.5952,-12.7191,-11.5948,-12.7191,0,-0.557037,-11.9958,46112
-2.1813,6.35521,-24.2108,6.35521,0,0.865133,0.235216,46113
-5.66911,-8.28173,-43.1517,-8.28173,0,2.89563,-8.67445,46114
0.985192,1.97706,-13.1606,1.97706,0,-0.409111,7.33125,46115
1.69288,1.57811,-13.1332,1.57811,0,-1.31955,6.582,46116
1.47873,3.39367,-16.7585,3.39367,0,-0.291254,7.7321,46117
2.69731,-6.25033,-5.27376,-6.25033,0,1.3571,-10.2266,46118
8.52127,5.73245,-13.6806,5.73245,0,-0.217154,11.8324,46119
4.7638,3.18814,-15.1081,3.18814,0,0.00217547,10.0903,46120
3.05488,9.70666,-28.0299,9.70666,0,1.8991,-3.4026,46121
21.4357,32.3636,-13.3972,32.3636,0,2.91409,-15.5737,46122
7.47967,7.49725,-17.402,7.49725,0,-1.13945,11.7336,46123
1.19744,2.0868,-13.7869,2.0868,0,-0.675373,7.2372,46124
1.10565,2.06475,-13.646,2.06475,0,-0.757498,7.11584,46125
-32.0062,44.1643,-30.4166,44.1643,0,2.78203,-16.0348,46126
7.04856,4.71825,-15.9132,4.71825,0,-0.381914,11.1119,46127
2.94677,-6.29233,-5.58338,-6.29233,0,2.25936,-11.0701,46128
2.90122,1.68719,-15.7149,1.68719,0,-1.27038,8.63691,46129
1.94171,1.08789,-15.6608,1.08789,0,0.224873,5.64395,46130
2.5664,-6.08473,-5.15092,-6.08473,0,2.17663,-10.8434,46131
2.35507,-5.77117,-4.76997,-5.77117,0,2.35024,-10.9115,46132
3.63099,-5.07694,-16.2288,-5.07694,0,1.10862,5.86107,46133
-0.536527,1.97306,-13.5428,1.97306,0,0.056785,3.55937,46134
23.9872,38.7428,-14.1338,38.7428,0,3.0112,-15.4152,46135
-0.112135,2.44241,-16.0418,2.44241,0,0.790049,4.39574,46136
9.51772,7.89826,-16.0076,7.89826,0,-0.890932,12.7017,46137
-0.682928,3.74416,-17.3036,3.74416,0,0.095568,3.23687,46138
8.06276,6.71908,-15.4199,6.71908,0,-0.390128,12.3707,46139
10.442,6.09435,-16.5967,6.09435,0,-0.554209,12.2629,46140
-1.29833,4.25193,-21.125,4.25193,0,1.02778,2.40503,46141
-0.325198,3.24809,-15.4743,3.24809,0,-0.137524,4.42113,46142
9.22289,-3.44,-10.4161,-3.44,0,3.77164,-9.49044,46143
3.01526,-4.62615,-5.1319,-4.62615,0,2.93527,-10.6237,46144
7.89785,9.86039,-37.2792,9.86039,0,-1.49979,-14.9004,46145
13.8759,18.3953,-30.3459,18.3953,0,-1.28943,12.7892,46146
-15.0008,-12.6595,-20.5575,-12.6595,0,-1.68007,-12.4626,46147
0.849279,10.3006,-29.2054,10.3006,0,2.13764,-2.46957,46148
-8.61063,-8.35007,-4.767,-8.35007,0,-0.255653,-10.988,46149
2.07654,-6.73276,-8.21467,-6.73276,0,0.960744,-10.8219,46150
1.0832,61.6883,7.30466,61.6883,0,0.438164,-15.7158,46151
2.00281,-9.52196,-10.3736,-9.52196,0,0.978756,-11.3599,46152
-1.28429,4.427,-13.1749,4.427,0,1.16753,2.86631,46153
1.21553,2.18151,-13.6303,2.18151,0,-1.11068,6.96784,46154
4.8255,3.47509,-16.2311,3.47509,0,-0.845036,9.86474,46155
0.289698,2.75568,-14.7687,2.75568,0,-0.0768548,5.00503,46156
-5.73649,-30.6036,-35.0376,-30.6036,0,2.85854,-9.89726,46157
4.8687,11.2042,-27.5848,11.2042,0,2.50813,-3.63595,46158
1.89636,10.4639,-52.4923,10.4639,0,-2.31337,-14.8408,46159
1.06196,1.70742,-13.291,1.70742,0,0.00200672,6.1052,46160
-2.14415,5.33929,-20.9709,5.33929,0,-0.0876087,3.29446,46161
-12.1922,-12.3858,-17.1857,-12.3858,0,-1.50768,-11.8938,46162
7.85406,4.55559,-24.8234,4.55559,0,-1.11358,9.76763,46163
8.81778,6.49037,-37.7387,6.49037,0,2.62534,-6.26299,46164
2.8269,7.63379,-27.8748,7.63379,0,0.235164,2.87634,46165
2.20872,-6.85165,-4.18512,-6.85165,0,1.99377,-10.3,46166
7.96588,5.8268,-18.0761,5.8268,0,-0.814702,10.8921,46167
7.29006,9.08727,-28.5423,9.08727,0,2.95402,-4.62071,46168
0.67233,2.14452,-13.6582,2.14452,0,-0.1059,6.76791,46169
7.9218,5.21055,-15.6687,5.21055,0,-0.281921,12.1895,46170
5.19293,-7.14496,-13.9539,-7.14496,0,3.07481,-10.4581,46171
4.24309,-6.96135,-6.43737,-6.96135,0,2.07146,-10.8762,46172
8.06049,4.22171,-33.0567,4.22171,0,3.21581,-6.11195,46173
7.88992,5.70812,-16.4986,5.70812,0,-1.52181,11.3437,46174
5.27017,3.54458,-15.5801,3.54458,0,-0.0619302,10.2786,46175
8.37804,-4.21861,-8.63289,-4.21861,0,3.47181,-9.29748,46176
1.33867,9.23322,-28.0339,9.23322,0,2.42462,-2.7245,46177
-1.77343,5.92885,-23.9053,5.92885,0,0.803725,0.419532,46178
2.99115,-7.32059,-6.27276,-7.32059,0,1.32027,-10.043,46179
8.26002,5.94649,-17.3295,5.94649,0,-1.07938,11.2307,46180
3.57826,2.59126,-15.6785,2.59126,0,-0.561389,9.24006,46181
2.2868,-6.62997,-6.82558,-6.62997,0,1.23155,-10.7166,46182
-1.1131,2.79808,-18.2557,2.79808,0,0.745184,3.22171,46183
-0.765367,2.97041,-18.4697,2.97041,0,0.937129,3.13581,46184
6.34387,8.18379,-25.1559,8.18379,0,2.3593,-5.38357,46185
0.896543,2.18598,-13.6981,2.18598,0,0.0243391,7.16015,46186
-9.07549,-9.12626,-6.56907,-9.12626,0,-0.120308,-11.5744,46187
11.0374,8.48183,-18.4319,8.48183,0,-1.22124,12.3981,46188
2.96459,-7.13365,-6.74385,-7.13365,0,1.36895,-10.9048,46189
7.79079,-4.98119,-7.81525,-4.98119,0,3.23073,-9.20732,46190
-0.206968,2.67401,-15.8137,2.67401,0,0.589324,4.4874,46191
7.07457,5.23343,-18.1116,5.23343,0,-1.42699,10.3557,46192
-5.76668,-18.9472,-6.99852,-18.9472,0,1.33456,-10.188,46193
0.433529,3.80486,-15.4026,3.80486,0,0.860991,7.29308,46194
0.731433,2.64274,-14.6534,2.64274,0,0.0894133,7.37986,46195
-8.86532,-8.17974,-4.68777,-8.17974,0,0.275794,-10.951,46196
-9.62354,-12.7098,-5.54406,-12.7098,0,0.794684,-10.5808,46197
-8.9783,-8.6177,-4.89069,-8.6177,0,0.205538,-11.0197,46198
3.15369,-7.18877,-6.29874,-7.18877,0,1.7338,-11.1335,46199
4.06603,-21.3355,-14.108,-21.3355,0,1.0885,-12.4207,46200
3.06511,10.5781,-28.3886,10.5781,0,1.99008,-3.0287,46201
0.496074,3.17089,-15.0832,3.17089,0,-0.334564,4.76239,46202
1.57292,12.6262,-35.2209,12.6262,0,1.81938,-2.80676,46203
-0.807614,2.3678,-12.4963,2.3678,0,-0.336648,5.55077,46204
-2.59803,-21.1952,-11.0877,-21.1952,0,1.52056,-10.5154,46205
1.30198,1.1606,-13.7304,1.1606,0,0.412024,5.85952,46206
1.50683,3.44967,-15.2834,3.44967,0,0.730798,7.30754,46207
-8.94158,62.227,-15.1486,62.227,0,-0.0681716,-15.7604,46208
0.53838,2.27404,-13.3541,2.27404,0,-0.506399,6.24962,46209
8.18756,4.03783,-31.3495,4.03783,0,3.50815,-5.96794,46210
45.8271,29.6019,-65.6808,29.6019,0,3.96158,-16.9778,46211
-5.88584,-6.35329,-4.04486,-6.35329,0,-0.920056,-10.8077,46212
-0.954766,1.02138,-16.3125,1.02138,0,0.803312,5.23975,46213
3.57742,2.52981,-15.3611,2.52981,0,-0.904064,9.19266,46214
0.830017,1.75065,-12.8038,1.75065,0,0.639564,6.53488,46215
2.1407,9.53656,-27.2818,9.53656,0,2.06214,-3.20894,46216
