vtkOriginalIndices,Points:0,Points:1,Points:2,vy mag (cm/s),velocity:0,velocity:1,velocity:2
28.1537,8.03326,-35.7122,8.03326,0,2.92985,-8.16045,13899
-36.2631,54.0123,-37.4075,54.0123,0,2.88857,-15.6323,13900
1.4467,2.45831,-14.679,2.45831,0,0.131703,7.67147,13901
-8.01655,-8.92922,-9.16112,-8.92922,0,-0.987006,-11.3046,13902
9.1614,6.05618,-17.6237,6.05618,0,-1.84983,11.7777,13903
12.9984,3.71873,-36.7626,3.71873,0,-1.57437,-14.7216,13904
7.52865,-33.5188,-32.1097,-33.5188,0,-0.0571199,-12.6174,13905
13.9528,13.6001,-46.9019,13.6001,0,2.47616,-5.31546,13906
5.43929,-30.3869,-24.271,-30.3869,0,0.44723,-12.6511,13907
-20.2527,31.0008,-64.3071,31.0008,0,5.77965,-20.381,13908
-0.674454,9.32879,-26.5691,9.32879,0,1.76131,-1.49233,13909
3.84815,2.19064,-13.9659,2.19064,0,0.238145,9.95654,13910
-18.6137,-24.3315,-51.6497,-24.3315,0,2.93991,-9.22155,13911
14.6166,59.0715,15.654,59.0715,0,1.71802,-15.3968,13912
8.04797,5.72836,-16.483,5.72836,0,-1.50887,11.4856,13913
21.5819,32.4744,-11.7685,32.4744,0,3.05675,-15.5959,13914
2.02919,-6.66897,-5.68495,-6.66897,0,1.83564,-10.9725,13915
-15.2169,19.9941,-42.402,19.9941,0,5.59058,-20.4759,13916
5.47758,0.819434,-32.4644,0.819434,0,2.87415,-7.97717,13917
-21.5282,39.5514,-65.5477,39.5514,0,4.20878,-17.0549,13918
14.3035,2.29609,-32.5886,2.29609,0,3.49576,-7.60084,13919
2.50229,2.03538,-16.1707,2.03538,0,-0.195485,8.53515,13920
2.3731,2.06539,-17.2013,2.06539,0,-1.35757,7.7164,13921
12.1359,45.8615,-17.4079,45.8615,0,-1.34151,-15.9287,13922
5.5175,-7.96603,-7.77699,-7.96603,0,2.49626,-9.48245,13923
-2.48431,6.06689,-25.2482,6.06689,0,0.814968,0.519879,13924
0.973594,9.5596,-31.7505,9.5596,0,1.69872,-2.22394,13925
-26.6108,40.2301,-18.3779,40.2301,0,2.64447,-15.5546,13926
-36.5073,47.8576,-36.2391,47.8576,0,2.9855,-15.9822,13927
-0.402947,3.82985,-16.721,3.82985,0,-0.233674,3.6682,13928
-1.04337,3.27757,-18.3313,3.27757,0,0.685645,3.06558,13929
0.216178,6.85039,-22.8727,6.85039,0,1.67243,-0.568602,13930
0.76189,1.65603,-12.5727,1.65603,0,0.605884,6.51872,13931
-20.7105,29.7582,-28.884,29.7582,0,3.29924,-16.2956,13932
2.53056,-6.74477,-6.80811,-6.74477,0,1.25817,-10.7524,13933
3.82015,-6.42822,-6.3866,-6.42822,0,2.32087,-10.256,13934
1.15258,10.955,-15.9735,10.955,0,-1.09564,12.5207,13935
-7.79592,-14.8591,-7.50899,-14.8591,0,1.31613,-10.6998,13936
-1.73013,38.1779,-22.9808,38.1779,0,-0.814883,-15.5146,13937
-8.77861,-8.95336,-6.03176,-8.95336,0,-0.0719757,-11.4756,13938
-3.31924,8.12782,-32.4998,8.12782,0,0.24478,1.80029,13939
0.487223,2.27796,-13.3812,2.27796,0,-0.640574,6.21228,13940
0.667903,2.03686,-13.4462,2.03686,0,-0.181665,6.36289,13941
9.74828,-38.0458,-34.5763,-38.0458,0,-0.502573,-12.9476,13942
3.57274,1.75264,-13.3345,1.75264,0,0.483985,9.09574,13943
-20.4743,61.243,12.9492,61.243,0,1.3169,-15.7367,13944
2.99118,1.67168,-15.4106,1.67168,0,-1.28615,8.69587,13945
5.33282,3.4957,-14.9632,3.4957,0,-0.164045,10.2987,13946
-18.5833,18.1161,-47.1147,18.1161,0,4.95718,-18.9204,13947
3.32848,-7.20345,-6.14747,-7.20345,0,1.69981,-10.5145,13948
4.83151,3.36183,-15.7512,3.36183,0,0.470046,9.96638,13949
6.66743,4.32967,-15.4168,4.32967,0,-1.34873,10.6239,13950
2.5062,1.74065,-16.8754,1.74065,0,-1.05624,8.32737,13951
16.6123,27.2941,-77.4535,27.2941,0,-2.38905,-14.8055,13952
3.55999,2.48267,-15.7277,2.48267,0,-0.308332,9.19835,13953
5.50269,-7.69346,-10.0199,-7.69346,0,2.68203,-9.87653,13954
13.2258,25.6329,-53.284,25.6329,0,4.94687,-19.7544,13955
-0.772188,2.81513,-18.3788,2.81513,0,0.526066,4.72596,13956
-9.43562,-8.32879,-10.3296,-8.32879,0,-1.34871,-11.4236,13957
2.75188,-7.06302,-9.12951,-7.06302,0,0.83322,-10.9639,13958
-0.654333,4.77231,-24.7941,4.77231,0,0.758081,1.43531,13959
-1.09623,4.89624,-20.7793,4.89624,0,0.0636384,2.05704,13960
-6.54074,-12.6445,-33.8366,-12.6445,0,3.20529,-9.03573,13961
0.771857,1.605,-10.9367,1.605,0,0.960952,6.6315,13962
17.4999,-1.5786,-13.973,-1.5786,0,3.32627,-8.69386,13963
16.8675,-42.3954,-43.0218,-42.3954,0,-1.11712,-13.4637,13964
17.7274,-0.628408,-19.1059,-0.628408,0,3.10366,-8.7315,13965
0.246393,3.41347,-15.8694,3.41347,0,-0.121496,4.18953,13966
3.85126,2.03705,-14.7543,2.03705,0,0.381082,9.70486,13967
-12.4289,46.9145,5.77949,46.9145,0,1.62833,-15.7483,13968
7.42605,-4.2452,-9.85414,-4.2452,0,3.68456,-9.79305,13969
-1.16003,9.62987,-25.1272,9.62987,0,1.46577,-1.57154,13970
-8.82325,-8.54671,-5.38185,-8.54671,0,-0.139678,-11.4536,13971
-8.12273,-7.68221,-4.52635,-7.68221,0,0.00485128,-10.7669,13972
-14.904,-15.4417,-21.2656,-15.4417,0,-1.64094,-12.9157,13973
-0.289551,4.28269,-18.8663,4.28269,0,0.00152332,2.72356,13974
-8.08126,-8.23441,-6.86166,-8.23441,0,-0.653426,-11.0513,13975
5.04009,3.43292,-14.9637,3.43292,0,-0.854958,10.0747,13976
-8.61667,-9.22797,-5.25507,-9.22797,0,0.308584,-11.413,13977
-16.8009,-23.9398,-63.5418,-23.9398,0,2.78542,-9.0768,13978
7.82197,5.90889,-17.431,5.90889,0,-1.18324,11.0614,13979
-19.1943,25.5216,-60.8763,25.5216,0,5.47583,-19.6405,13980
-1.6497,6.82901,-23.7362,6.82901,0,1.25538,-0.424758,13981
0.787937,2.24394,-13.4415,2.24394,0,-0.6987,5.98773,13982
1.5066,41.321,-23.6767,41.321,0,-0.790773,-15.6045,13983
-2.5431,-12.8106,-56.3381,-12.8106,0,3.0878,-8.80762,13984
12.7335,-42.8058,-37.4412,-42.8058,0,-0.292512,-13.1264,13985
-2.1274,49.4503,-20.8408,49.4503,0,-0.579181,-15.9248,13986
2.64542,22.9922,-26.8443,22.9922,0,-1.48422,-15.407,13987
1.06512,-1.8575,-36.8142,-1.8575,0,3.0232,-8.40282,13988
16.686,73.1154,9.7119,73.1154,0,-0.107945,-16.2316,13989
-19.4328,26.4658,-30.3844,26.4658,0,3.52694,-16.4617,13990
7.9581,15.6873,-36.9299,15.6873,0,2.19291,-4.0488,13991
3.12112,-6.55239,-7.15429,-6.55239,0,0.951636,-10.8132,13992
-1.6542,7.35827,-22.5565,7.35827,0,0.630651,0.150149,13993
-7.10201,-24.5384,-16.2043,-24.5384,0,2.30982,-10.0935,13994
12.5699,-6.99991,-37.0624,-6.99991,0,-1.59584,-14.4551,13995
-10.2047,-8.95923,-12.6454,-8.95923,0,-1.41725,-11.754,13996
-13.1994,-15.0253,-40.1662,-15.0253,0,-2.05852,-13.7921,13997
0.0883903,3.22515,-14.1947,3.22515,0,-0.630015,5.04618,13998
-19.386,-21.8298,-43.0471,-21.8298,0,-2.02419,-13.5051,13999
-0.368409,3.76214,-15.1475,3.76214,0,-0.429466,4.11484,14000
7.35579,6.59391,-17.3189,6.59391,0,-1.88267,10.9358,14001
-7.01215,-24.26,-16.2933,-24.26,0,2.17812,-10.3711,14002
-7.98889,-8.02732,-4.46707,-8.02732,0,-0.00107233,-11.4039,14003
5.23992,3.69509,-16.1859,3.69509,0,-0.749051,10.0658,14004
-10.9296,-10.1798,-43.3606,-10.1798,0,-2.397,-14.1341,14005
-20.4041,57.2996,-5.75385,57.2996,0,2.16656,-15.7217,14006
-0.651681,4.24782,-20.0934,4.24782,0,0.401237,2.24502,14007
6.37647,9.47664,-30.053,9.47664,0,2.55083,-4.68509,14008
5.20095,11.1237,-27.8671,11.1237,0,2.59864,-3.74396,14009
6.61509,6.4495,-16.4011,6.4495,0,-1.59713,10.7237,14010
6.43505,-6.66954,-8.9347,-6.66954,0,2.91019,-9.6845,14011
1.7101,1.76632,-13.272,1.76632,0,-0.379222,7.80267,14012
-8.87978,-9.72816,-4.2962,-9.72816,0,0.11873,-10.6441,14013
14.3622,-58.9977,-56.6047,-58.9977,0,-0.435667,-12.781,14014
14.0612,4.91078,-16.6706,4.91078,0,-1.91011,12.6785,14015
4.5927,3.11308,-15.7586,3.11308,0,0.10037,9.98845,14016
-0.0487777,1.78658,-14.4393,1.78658,0,0.679314,5.36025,14017
-22.2725,32.0739,-25.763,32.0739,0,3.34485,-15.9307,14018
12.7658,8.56699,-11.9335,8.56699,0,-1.29297,13.2844,14019
-1.53209,1.12265,-20.5226,1.12265,0,0.91778,5.30552,14020
-9.80794,-14.2822,-6.37049,-14.2822,0,1.06752,-10.4658,14021
-0.922802,8.40826,-25.2101,8.40826,0,1.95646,-1.44323,14022
5.30483,-4.67894,-9.71735,-4.67894,0,3.36693,-10.1731,14023
7.13939,3.92187,-31.1973,3.92187,0,3.51036,-6.38489,14024
9.50419,3.46741,-33.2282,3.46741,0,3.45812,-6.41376,14025
4.59485,4.33529,-16.6685,4.33529,0,-1.46814,9.73977,14026
-1.2754,5.07762,-27.2153,5.07762,0,0.422507,0.644743,14027
-25.15,45.8244,-68.715,45.8244,0,3.74556,-17.2112,14028
-14.282,24.2288,-48.4027,24.2288,0,5.56217,-20.0228,14029
9.62465,6.47018,-19.1721,6.47018,0,-1.69605,11.822,14030
4.02407,7.22952,-59.3115,7.22952,0,2.74798,-8.16148,14031
-8.40214,-8.25393,-5.29279,-8.25393,0,-0.454171,-11.4306,14032
10.2238,1.6847,-15.9523,1.6847,0,-2.40067,12.3814,14033
7.58099,17.1269,-33.3369,17.1269,0,-1.50434,-14.9917,14034
-15.5238,25.6136,-49.7788,25.6136,0,5.50113,-20.1148,14035
0.130273,1.94877,-12.421,1.94877,0,-0.510193,6.33386,14036
19.1684,-54.0288,-59.3197,-54.0288,0,-0.869117,-13.086,14037
-1.29945,4.53159,-17.362,4.53159,0,0.0600288,2.85508,14038
-1.46817,6.36735,-24.7395,6.36735,0,1.64179,-0.18804,14039
-26.36,38.2861,-19.0512,38.2861,0,2.56165,-15.8433,14040
-20.3522,27.7942,-34.156,27.7942,0,3.31249,-16.2583,14041
0.735458,4.18096,-21.0246,4.18096,0,0.424728,2.3747,14042
13.5404,-1.65587,-14.6068,-1.65587,0,-2.35899,12.6462,14043
6.37918,3.87428,-19.3668,3.87428,0,0.0262449,10.0785,14044
4.31694,-30.1602,-27.9918,-30.1602,0,-0.0119183,-12.317,14045
-10.9157,-11.1355,-9.72493,-11.1355,0,-0.726779,-11.9986,14046
15.3062,59.6752,-12.5143,59.6752,0,-1.0049,-15.8569,14047
-10.5524,-11.7707,-12.4652,-11.7707,0,-1.22288,-11.1881,14048
5.09652,2.48092,-15.823,2.48092,0,-0.668329,10.2418,14049
0.888032,2.28422,-13.9154,2.28422,0,-0.91696,6.77371,14050
18.075,-0.618544,-37.639,-0.618544,0,3.61509,-7.78039,14051
1.59673,-6.00872,-5.60678,-6.00872,0,1.55482,-10.6209,14052
-0.38267,4.66592,-19.3093,4.66592,0,-1.71279,12.2665,14053
9.90637,6.82623,-32.3533,6.82623,0,3.47112,-5.29843,14054
-11.9782,-12.1816,-33.5024,-12.1816,0,-2.06591,-13.4495,14055
3.66732,-4.56863,-6.5129,-4.56863,0,3.14543,-10.4414,14056
1.49006,12.1165,-14.8511,12.1165,0,-0.973968,12.6745,14057
8.69811,-10.0688,-9.87732,-10.0688,0,2.54844,-9.25485,14058
-4.17446,-21.1683,-7.1031,-21.1683,0,1.14931,-10.1956,14059
12.1043,5.68323,-44.5503,5.68323,0,3.59224,-5.48987,14060
7.63836,5.36004,-15.8743,5.36004,0,-0.617446,11.5336,14061
-0.571599,4.00568,-23.1661,4.00568,0,1.36039,1.68243,14062
0.546816,9.99302,-27.9766,9.99302,0,1.63966,-2.27281,14063
8.91002,5.63663,-17.3623,5.63663,0,-2.05444,11.6826,14064
4.227,-8.14527,-8.09153,-8.14527,0,1.17083,-11.3275,14065
1.09002,3.65375,-24.341,3.65375,0,0.857569,3.04874,14066
7.03526,6.25756,-17.6907,6.25756,0,-1.57453,10.2931,14067
7.95439,5.91929,-15.7875,5.91929,0,-0.37872,11.8623,14068
-17.4326,-13.5902,-28.8383,-13.5902,0,-1.99211,-12.8799,14069
9.35153,9.00715,-31.0728,9.00715,0,2.48401,-5.4485,14070
-20.5194,21.1546,-55.3312,21.1546,0,5.10267,-18.7838,14071
7.48277,5.59175,-16.1664,5.59175,0,-0.973383,11.4608,14072
17.1965,11.1645,-57.5688,11.1645,0,4.72391,-18.4976,14073
15.329,-12.0328,-40.365,-12.0328,0,-1.36704,-14.2815,14074
20.9711,33.7217,-8.07052,33.7217,0,2.68445,-15.4297,14075
-0.231886,3.64765,-15.5864,3.64765,0,1.10411,6.79246,14076
18.2396,-0.650055,-17.4933,-0.650055,0,3.38644,-8.91895,14077
8.60852,6.83453,-16.0443,6.83453,0,-0.721444,12.2405,14078
-8.78709,-10.726,-3.58354,-10.726,0,0.402166,-10.3146,14079
3.0797,2.22518,-14.6999,2.22518,0,-0.309449,8.65526,14080
2.97117,2.10587,-17.8651,2.10587,0,-1.30619,9.33145,14081
-0.640905,3.97267,-18.3904,3.97267,0,-0.326415,3.66346,14082
1.3607,9.16686,-28.9375,9.16686,0,2.36017,-2.61869,14083
-3.82965,-1.3778,-46.9159,-1.3778,0,-2.50993,-14.3642,14084
-2.3002,4.48702,-23.0063,4.48702,0,1.04851,0.864099,14085
3.21224,1.8761,-15.3275,1.8761,0,0.26621,8.81854,14086
1.65199,2.19565,-14.2389,2.19565,0,0.350976,7.82489,14087
3.25098,2.20238,-13.744,2.20238,0,0.263692,9.3709,14088
-11.477,16.3112,-36.6317,16.3112,0,4.99613,-19.5373,14089
5.647,3.97956,-16.0675,3.97956,0,-0.980975,10.3018,14090
-18.9352,17.3599,-44.3847,17.3599,0,4.80601,-18.6677,14091
-10.4451,-11.1972,-9.68952,-11.1972,0,-0.457311,-11.9061,14092
2.21742,2.46692,-12.8333,2.46692,0,-0.0759257,8.02611,14093
-2.45692,5.89334,-25.3615,5.89334,0,1.13469,0.567469,14094
-32.9685,52.3255,-6.51318,52.3255,0,1.93715,-15.583,14095
22.9436,18.1577,-64.0628,18.1577,0,4.25565,-18.1229,14096
6.61799,-15.8057,-13.8153,-15.8057,0,0.851715,-12.122,14097
-10.968,-9.3561,-7.65267,-9.3561,0,-0.936215,-11.8781,14098
0.591515,2.18814,-16.0087,2.18814,0,-0.743807,6.23512,14099
-0.63908,2.68223,-17.382,2.68223,0,0.874446,3.59663,14100
4.65843,9.09798,-25.9334,9.09798,0,3.0337,-4.12652,14101
3.49491,2.05387,-13.8664,2.05387,0,0.457425,9.32506,14102
0.98256,2.40283,-13.9112,2.40283,0,0.532761,7.56811,14103
23.0017,14.7837,-42.7978,14.7837,0,4.24411,-17.2167,14104
-12.2283,-8.87344,-14.1583,-8.87344,0,-1.67175,-11.9879,14105
-18.777,35.8782,-6.37175,35.8782,0,2.07316,-15.3435,14106
4.37789,1.27588,-15.5818,1.27588,0,0.484793,9.05019,14107
-13.7217,-9.92644,-16.396,-9.92644,0,-1.81659,-12.2867,14108
-0.403713,6.89767,-32.4603,6.89767,0,0.608695,1.28873,14109
3.63276,1.92234,-16.4273,1.92234,0,-1.31632,8.89206,14110
-14.7955,-8.61727,-14.6457,-8.61727,0,-1.68983,-12.3373,14111
-17.1071,-20.4721,-45.9695,-20.4721,0,-1.86221,-13.4519,14112
5.88261,9.87132,-26.8996,9.87132,0,2.47888,-3.97291,14113
-23.4237,22.3497,-52.4761,22.3497,0,5.0562,-18.429,14114
2.51155,1.64697,-16.525,1.64697,0,0.115089,8.49017,14115
-23.5338,38.2961,-51.9657,38.2961,0,3.68853,-16.5612,14116
11.8651,-8.81138,-15.9587,-8.81138,0,2.92725,-9.38299,14117
-1.96823,6.76344,-25.6043,6.76344,0,1.51307,0.238597,14118
9.76132,32.4707,-47.4801,32.4707,0,-1.39602,-15.0772,14119
7.07505,1.46907,-53.8973,1.46907,0,2.70488,-7.86868,14120
0.961583,4.30114,-17.021,4.30114,0,0.49818,3.22275,14121
-15.5886,20.1794,-43.2262,20.1794,0,4.78053,-18.2136,14122
8.06462,6.28806,-39.5239,6.28806,0,3.00759,-6.62157,14123
-0.255625,2.95481,-13.9618,2.95481,0,-0.451988,5.25214,14124
15.6683,-47.2914,-48.4294,-47.2914,0,-0.768699,-12.9381,14125
-12.3935,-15.8731,-5.79687,-15.8731,0,0.748631,-10.2218,14126
1.24493,9.05465,-25.1867,9.05465,0,1.76878,-2.98166,14127
32.7483,25.2858,-45.7016,25.2858,0,4.1037,-16.7731,14128
3.45807,74.4605,13.2035,74.4605,0,1.04904,-16.0361,14129
6.20047,4.08416,-15.7647,4.08416,0,-0.0625959,10.7456,14130
24.2037,73.4603,-17.7924,73.4603,0,-1.0394,-15.8464,14131
-8.79485,-9.06929,-5.15524,-9.06929,0,0.179029,-11.5834,14132
3.85948,-7.59186,-11.6483,-7.59186,0,0.561466,-11.1199,14133
7.8091,10.976,-27.9794,10.976,0,3.08706,-3.95036,14134
-0.155067,2.94793,-12.1692,2.94793,0,-0.785545,5.45729,14135
29.9845,23.7117,-51.0145,23.7117,0,4.5303,-17.1237,14136
3.46811,11.1908,-28.0134,11.1908,0,2.53251,-3.30432,14137
2.21317,-5.62085,-4.69402,-5.62085,0,2.2208,-10.9591,14138
18.6728,-26.0719,-32.7068,-26.0719,0,-1.48341,-13.7768,14139
17.0527,31.9306,-60.3185,31.9306,0,4.77153,-19.7719,14140
5.74431,3.15183,-14.6847,3.15183,0,0.239413,10.5561,14141
-18.1167,21.7958,-47.7477,21.7958,0,4.62096,-18.4824,14142
-8.28648,-15.5285,-5.92545,-15.5285,0,0.94702,-10.1955,14143
-6.47576,-10.9746,-4.39302,-10.9746,0,0.462671,-10.5173,14144
-14.6075,39.2299,9.14855,39.2299,0,1.2939,-15.3903,14145
5.41026,15.2841,-42.6938,15.2841,0,2.50275,-4.05375,14146
0.947847,-6.84955,-6.34078,-6.84955,0,1.56302,-11.0686,14147
1.92982,-5.1287,-4.54474,-5.1287,0,1.54688,-10.2634,14148
3.70836,11.5886,-51.3863,11.5886,0,-2.56879,-15.0014,14149
-8.65463,-8.84288,-41.7759,-8.84288,0,-2.50015,-13.956,14150
-16.473,-12.2529,-18.8864,-12.2529,0,-1.73779,-12.6265,14151
0.362806,2.19087,-13.0203,2.19087,0,0.272777,6.64553,14152
-0.868971,45.6041,-0.970667,45.6041,0,0.106388,-16.0346,14153
-13.1192,-12.762,-14.0292,-12.762,0,-1.15451,-12.3207,14154
12.9351,0.391807,-10.7091,0.391807,0,3.83855,-8.67532,14155
8.49081,7.18533,-16.2377,7.18533,0,-0.490432,12.071,14156
0.118964,2.431,-15.8271,2.431,0,0.646762,4.68248,14157
3.90088,3.56836,-20.16,3.56836,0,-0.450611,9.49272,14158
1.25094,2.58159,-16.7272,2.58159,0,-0.716876,7.41249,14159
0.0950723,4.52448,-18.4731,4.52448,0,-0.0574466,2.4031,14160
19.8764,-32.5817,-37.4443,-32.5817,0,-1.28769,-13.5704,14161
23.2395,3.99589,-34.0758,3.99589,0,3.4874,-7.72329,14162
-23.5361,33.0336,-63.5193,33.0336,0,3.89675,-17.5063,14163
0.849918,2.14115,-13.6081,2.14115,0,0.096793,6.89524,14164
-0.531536,3.03258,-19.9574,3.03258,0,1.05934,2.63112,14165
20.0814,14.5575,-67.3649,14.5575,0,4.45698,-17.9906,14166
9.03678,2.05548,-33.2363,2.05548,0,3.51296,-6.73728,14167
5.37984,4.31075,-18.6112,4.31075,0,-1.55498,9.89558,14168
15.6071,10.9506,-52.0593,10.9506,0,4.71051,-18.1897,14169
-21.3187,40.8688,-2.08372,40.8688,0,1.80139,-15.6425,14170
9.37298,-2.84539,-50.7102,-2.84539,0,3.51961,-7.96633,14171
-0.907929,3.09724,-16.8043,3.09724,0,0.48433,3.7261,14172
-5.8782,-5.22383,-44.7402,-5.22383,0,-2.48053,-14.1592,14173
1.55037,1.76816,-13.8511,1.76816,0,-1.23907,7.85855,14174
2.94709,1.45372,-15.4498,1.45372,0,0.607138,8.95893,14175
-7.51104,-8.31617,-8.17353,-8.31617,0,-0.872639,-11.0681,14176
8.74677,-7.75025,-9.46187,-7.75025,0,2.75919,-9.19551,14177
5.26206,-5.41475,-8.65921,-5.41475,0,3.18401,-10.05,14178
-8.1269,59.6239,-28.9043,59.6239,0,-0.340795,-15.6019,14179
14.2659,11.1866,-44.4515,11.1866,0,4.71804,-19.1175,14180
27.9838,9.09293,-17.1705,9.09293,0,3.77298,-8.38053,14181
-6.74731,-22.2146,-9.37997,-22.2146,0,1.80943,-10.0421,14182
2.93235,-6.66403,-5.62529,-6.66403,0,1.36252,-10.4455,14183
-6.38232,65.4441,-3.65861,65.4441,0,0.146661,-15.9289,14184
8.21738,-29.187,-28.2322,-29.187,0,-0.0190323,-12.498,14185
43.3601,32.9927,-57.4931,32.9927,0,3.83932,-16.7196,14186
12.5551,14.0181,-41.0108,14.0181,0,2.38943,-5.43079,14187
28.4127,13.4632,-79.7081,13.4632,0,4.82278,-18.9164,14188
10.5668,11.7305,-33.8938,11.7305,0,2.32594,-5.2189,14189
-10.9604,-35.9631,-22.772,-35.9631,0,2.30091,-9.77192,14190
21.4302,74.508,-15.5375,74.508,0,-0.915035,-15.8559,14191
4.91981,43.7955,-45.0188,43.7955,0,-1.84743,-15.3443,14192
8.2607,5.94668,-38.6145,5.94668,0,2.82636,-6.8605,14193
5.94856,40.9605,-33.3065,40.9605,0,-1.7294,-15.5186,14194
16.4912,43.7285,2.41834,43.7285,0,2.19326,-15.6659,14195
-18.0643,61.1813,8.76546,61.1813,0,1.57207,-15.7986,14196
12.3673,10.9852,-15.0655,10.9852,0,-1.02337,13.0028,14197
-9.25617,-31.5048,-12.5357,-31.5048,0,1.89707,-9.80547,14198
-12.0604,-24.796,-8.73274,-24.796,0,1.35339,-10.0753,14199
-0.11707,2.89004,-18.5034,2.89004,0,0.948262,3.13431,14200
5.76441,-30.1127,-27.7597,-30.1127,0,0.200689,-12.686,14201
17.0788,-14.5712,-38.1836,-14.5712,0,-1.68916,-14.0856,14202
4.0342,8.90461,-26.456,8.90461,0,1.94751,-3.8255,14203
1.18764,1.93846,-12.8032,1.93846,0,0.235199,7.88041,14204
26.2064,-45.8505,-52.8527,-45.8505,0,-1.30445,-13.6026,14205
11.4525,6.90472,-18.8515,6.90472,0,-2.41337,12.5137,14206
0.954628,-10.5145,-11.6477,-10.5145,0,0.882967,-11.4278,14207
2.87569,-6.62812,-5.29151,-6.62812,0,2.28991,-11.3011,14208
18.3355,74.2863,5.94684,74.2863,0,-0.12422,-16.3259,14209
1.00177,0.543915,-13.5022,0.543915,0,0.863203,6.0617,14210
-0.248995,4.29923,-18.1316,4.29923,0,-0.950843,5.40964,14211
25.4687,11.6695,-15.7534,11.6695,0,3.87932,-8.32932,14212
-0.0470513,4.99036,-22.3112,4.99036,0,0.42473,1.7539,14213
0.0287783,2.58061,-12.9571,2.58061,0,0.0491781,6.93985,14214
17.6359,49.1933,6.31053,49.1933,0,2.04735,-15.3816,14215
4.30109,2.92497,-14.2976,2.92497,0,-0.391049,9.94641,14216
-2.19388,41.9544,-21.8313,41.9544,0,-0.832643,-15.8471,14217
18.5426,4.0521,-28.2376,4.0521,0,3.02958,-8.39224,14218
-7.77152,-13.1422,-5.15027,-13.1422,0,0.533148,-10.1533,14219
-10.5146,-9.83435,-6.70365,-9.83435,0,-0.683573,-11.4627,14220
23.5241,45.3784,-9.54865,45.3784,0,2.6115,-15.8121,14221
-24.2502,-14.5597,-22.8371,-14.5597,0,-1.83605,-12.4859,14222
2.82375,2.39723,-16.709,2.39723,0,-0.0565253,8.2412,14223
33.6322,38.5462,-35.0525,38.5462,0,3.67475,-16.3029,14224
9.08542,6.24494,-28.3839,6.24494,0,2.80757,-5.79293,14225
4.45285,-7.61576,-9.80774,-7.61576,0,0.799448,-11.2617,14226
10.6819,9.63127,-34.8811,9.63127,0,2.42075,-5.56148,14227
2.42794,58.7316,-27.63,58.7316,0,-0.786792,-15.8483,14228
2.62428,-7.00003,-10.4841,-7.00003,0,0.600003,-10.9212,14229
7.74427,5.52702,-16.7958,5.52702,0,-1.64169,11.0272,14230
-9.95838,-12.6141,-5.9283,-12.6141,0,0.894844,-10.8624,14231
-0.111221,-12.8538,-14.0922,-12.8538,0,0.770432,-11.5401,14232
33.5373,21.6179,-47.428,21.6179,0,4.31222,-16.9294,14233
26.8099,4.105,-48.3033,4.105,0,2.8774,-7.60547,14234
0.823831,9.31815,-27.6253,9.31815,0,1.78659,-2.38488,14235
3.37111,38.9877,-30.284,38.9877,0,-0.923218,-15.3483,14236
-17.3956,-18.8024,-29.3935,-18.8024,0,-1.64419,-13.1534,14237
10.1433,8.12582,-22.6055,8.12582,0,-1.76696,10.3659,14238
2.87874,1.63558,-18.9895,1.63558,0,-1.41427,8.62194,14239
-18.6473,22.6344,-54.6852,22.6344,0,4.86815,-18.7057,14240
10.0817,-4.6699,-9.61606,-4.6699,0,3.40458,-9.06542,14241
12.9101,4.58123,-39.6342,4.58123,0,3.22768,-6.95487,14242
5.9402,68.7013,-47.085,68.7013,0,-1.50728,-15.5953,14243
-0.0366465,10.2273,-28.3426,10.2273,0,1.99851,-1.89766,14244
6.25898,4.70612,-18.1212,4.70612,0,-0.948963,10.1111,14245
11.7901,10.5524,-10.1808,10.5524,0,-1.06462,13.3192,14246
16.2989,49.298,7.08727,49.298,0,1.85927,-15.7552,14247
0.00703571,9.20643,-25.8822,9.20643,0,1.9531,-1.28126,14248
10.5786,8.08373,-33.829,8.08373,0,3.42219,-5.03773,14249
3.51963,-7.60628,-5.76806,-7.60628,0,1.39774,-10.1288,14250
-8.44715,-9.5847,-7.73151,-9.5847,0,-0.408674,-11.4126,14251
4.99949,9.60262,-24.6689,9.60262,0,2.87033,-3.63862,14252
-23.8976,48.9648,-3.82534,48.9648,0,2.02939,-15.4264,14253
23.0885,31.5326,-14.7639,31.5326,0,3.12263,-15.4373,14254
2.00727,-5.79588,-5.64407,-5.79588,0,1.09398,-10.4629,14255
-29.29,36.6719,-44.7263,36.6719,0,3.28893,-16.5576,14256
-1.72733,3.7469,-23.9673,3.7469,0,1.26227,1.19801,14257
-0.260141,2.87165,-14.4423,2.87165,0,-0.909906,5.27755,14258
11.5569,10.5601,-23.914,10.5601,0,-1.93032,10.9678,14259
0.847242,2.46308,-16.32,2.46308,0,-0.45208,7.21259,14260
-0.857223,44.8667,-12.9313,44.8667,0,-0.367762,-15.7737,14261
22.2737,1.5803,-37.0669,1.5803,0,3.08696,-7.67631,14262
10.2181,2.76445,-25.1231,2.76445,0,2.44571,-5.52875,14263
5.70841,4.51851,-18.1298,4.51851,0,-1.50043,10.0094,14264
6.49543,9.84324,-28.1843,9.84324,0,2.50848,-4.43993,14265
6.5617,4.17405,-15.8583,4.17405,0,0.18874,10.8588,14266
6.86196,4.43491,-16.2922,4.43491,0,-0.37537,10.9861,14267
